          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.19799E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.58161E+02  0.73348E+02 -0.13151E+03  0.61892E+01  0.58959E+00  0.40060E+00      982.00
  0.24908E-01  0.19106E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.55490E+02  0.71433E+02 -0.12692E+03  0.47258E+01  0.48287E+00  0.40123E+00      982.00
  0.49819E-01  0.19231E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.54410E+02  0.73245E+02 -0.12766E+03  0.41257E+01  0.45274E+00  0.43653E+00      982.00
  0.74711E-01  0.20130E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.54720E+02  0.78675E+02 -0.13339E+03  0.41345E+01  0.48063E+00  0.50099E+00      982.00
  0.99561E-01  0.21721E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.56031E+02  0.87527E+02 -0.14356E+03  0.45511E+01  0.55639E+00  0.56948E+00      982.00
  0.12435E+00  0.23884E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.58260E+02  0.99086E+02 -0.15735E+03  0.53346E+01  0.68751E+00  0.59338E+00      982.00
  0.14905E+00  0.26306E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.61306E+02  0.11149E+03 -0.17280E+03  0.64226E+01  0.87454E+00  0.51880E+00      982.00
  0.17368E+00  0.28655E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.65014E+02  0.12286E+03 -0.18788E+03  0.77415E+01  0.11030E+01  0.35284E+00      982.00
  0.19827E+00  0.30722E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.69047E+02  0.13221E+03 -0.20126E+03  0.91343E+01  0.13397E+01  0.93243E-01      982.00
  0.22284E+00  0.32538E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.73400E+02  0.13975E+03 -0.21315E+03  0.10701E+02  0.15881E+01 -0.14360E+00      982.00
  0.24740E+00  0.34116E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.77915E+02  0.14567E+03 -0.22359E+03  0.12342E+02  0.18284E+01 -0.35170E+00      982.00
  0.27198E+00  0.35542E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.82608E+02  0.15048E+03 -0.23309E+03  0.14193E+02  0.20671E+01 -0.59459E+00      982.00
  0.29657E+00  0.36797E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.87446E+02  0.15411E+03 -0.24155E+03  0.16022E+02  0.22846E+01 -0.77523E+00      982.00
  0.32119E+00  0.37977E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.92520E+02  0.15701E+03 -0.24953E+03  0.18175E+02  0.24908E+01 -0.97702E+00      982.00
  0.34583E+00  0.39086E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.97845E+02  0.15919E+03 -0.25703E+03  0.20600E+02  0.26742E+01 -0.11885E+01      982.00
  0.37049E+00  0.40126E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10330E+03  0.16076E+03 -0.26406E+03  0.23225E+02  0.28114E+01 -0.13941E+01      982.00
  0.39517E+00  0.41043E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10853E+03  0.16173E+03 -0.27026E+03  0.25565E+02  0.28807E+01 -0.15622E+01      982.00
  0.41986E+00  0.41826E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11332E+03  0.16225E+03 -0.27557E+03  0.27365E+02  0.28417E+01 -0.16160E+01      982.00
  0.44457E+00  0.42556E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11774E+03  0.16285E+03 -0.28059E+03  0.28278E+02  0.29075E+01 -0.16112E+01      982.00
  0.46929E+00  0.43213E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12197E+03  0.16313E+03 -0.28510E+03  0.29169E+02  0.28807E+01 -0.16517E+01      982.00
  0.49403E+00  0.43859E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12582E+03  0.16374E+03 -0.28956E+03  0.29461E+02  0.28812E+01 -0.16227E+01      982.00
  0.51879E+00  0.44336E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12921E+03  0.16366E+03 -0.29287E+03  0.29742E+02  0.28825E+01 -0.17526E+01      982.00
  0.54356E+00  0.44784E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13215E+03  0.16385E+03 -0.29599E+03  0.29692E+02  0.28897E+01 -0.18471E+01      982.00
  0.56835E+00  0.45232E+03    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13506E+03  0.16403E+03 -0.29909E+03  0.29695E+02  0.28984E+01 -0.19687E+01      982.00
  0.59314E+00  0.45651E+03    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13776E+03  0.16423E+03 -0.30200E+03  0.29598E+02  0.29058E+01 -0.21110E+01      982.00
  0.61795E+00  0.46046E+03    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14027E+03  0.16447E+03 -0.30473E+03  0.29443E+02  0.29136E+01 -0.22820E+01      982.00
  0.64277E+00  0.46433E+03    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14266E+03  0.16475E+03 -0.30741E+03  0.29277E+02  0.29241E+01 -0.24793E+01      982.00
  0.66759E+00  0.46807E+03    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14490E+03  0.16508E+03 -0.30998E+03  0.29096E+02  0.29362E+01 -0.27153E+01      982.00
  0.69243E+00  0.47152E+03    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14696E+03  0.16540E+03 -0.31236E+03  0.28845E+02  0.29442E+01 -0.29834E+01      982.00
