  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   4.000   0.040   0.027   0.003
   0.025   4.000   0.035   0.024   0.002
   0.050   4.000   0.034   0.025   0.002
   0.075   4.000   0.035   0.028   0.002
   0.100   4.000   0.036   0.033   0.003
   0.125   4.000   0.039   0.041   0.004
   0.150   4.000   0.046   0.058   0.005
   0.175   4.000   0.058   0.082   0.007
   0.200   4.000   0.074   0.114   0.011
   0.225   4.000   0.091   0.149   0.015
   0.250   4.000   0.110   0.186   0.021
   0.275   4.000   0.127   0.221   0.028
   0.300   5.000   0.142   0.253   0.036
   0.325   6.000   0.153   0.277   0.046
   0.350   6.000   0.160   0.292   0.056
   0.375   6.000   0.163   0.299   0.064
   0.400   6.000   0.165   0.301   0.073
   0.425   6.000   0.164   0.300   0.080
   0.450   6.000   0.163   0.297   0.087
   0.475   6.000   0.161   0.293   0.094
   0.500   6.000   0.157   0.286   0.100
   0.525   7.000   0.152   0.279   0.105
   0.550   7.000   0.148   0.272   0.109
   0.575   8.000   0.144   0.265   0.113
   0.600   8.000   0.140   0.259   0.117
   0.625   8.000   0.137   0.252   0.119
   0.650   8.000   0.134   0.246   0.121
   0.675   9.000   0.131   0.240   0.122
   0.700   9.000   0.129   0.235   0.123
   0.725   9.000   0.127   0.230   0.123
   0.750   9.000   0.125   0.225   0.123
   0.775   9.000   0.123   0.221   0.122
   0.800   9.000   0.123   0.218   0.121
   0.825   9.000   0.123   0.214   0.119
   0.850   9.000   0.124   0.208   0.114
   0.875   9.000   0.122   0.201   0.109
   0.900   9.000   0.118   0.196   0.103
   0.925   8.000   0.114   0.192   0.099
   0.950   8.000   0.111   0.191   0.097
   0.975   8.000   0.109   0.192   0.096
   1.000   8.000   0.107   0.193   0.095
