  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.233   0.232   0.465
   0.025  22.000   0.236   0.233   0.469
   0.050  21.000   0.237   0.233   0.469
   0.075  21.000   0.235   0.233   0.467
   0.100  27.000   0.230   0.233   0.465
   0.125  26.000   0.223   0.233   0.460
   0.150  26.000   0.215   0.228   0.448
   0.175  27.000   0.204   0.219   0.429
   0.200  28.000   0.192   0.206   0.404
   0.225  29.000   0.178   0.191   0.375
   0.250  29.000   0.164   0.175   0.344
   0.275  28.000   0.151   0.159   0.314
   0.300  26.000   0.139   0.144   0.285
   0.325  28.000   0.130   0.132   0.262
   0.350  27.000   0.123   0.124   0.246
   0.375  25.000   0.118   0.119   0.237
   0.400  25.000   0.115   0.116   0.231
   0.425  25.000   0.113   0.114   0.228
   0.450  24.000   0.113   0.113   0.226
   0.475  26.000   0.114   0.112   0.225
   0.500  27.000   0.116   0.113   0.228
   0.525  27.000   0.118   0.114   0.231
   0.550  27.000   0.121   0.116   0.234
   0.575  29.000   0.123   0.117   0.238
   0.600  29.000   0.125   0.119   0.241
   0.625  29.000   0.127   0.120   0.244
   0.650  29.000   0.129   0.122   0.248
   0.675  28.000   0.130   0.124   0.252
   0.700  28.000   0.132   0.126   0.255
   0.725  25.000   0.133   0.128   0.259
   0.750  25.000   0.134   0.131   0.263
   0.775  26.000   0.134   0.133   0.267
   0.800  25.000   0.134   0.135   0.269
   0.825  22.000   0.135   0.136   0.272
   0.850  21.000   0.138   0.139   0.277
   0.875  22.000   0.141   0.143   0.285
   0.900  22.000   0.144   0.147   0.292
   0.925  21.000   0.145   0.151   0.298
   0.950  21.000   0.145   0.153   0.302
   0.975  21.000   0.145   0.155   0.304
   1.000  22.000   0.144   0.155   0.304
