  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   8.000   0.004   0.011   0.005
   0.025   8.000   0.004   0.011   0.005
   0.050   8.000   0.005   0.013   0.006
   0.075   8.000   0.005   0.017   0.008
   0.100   7.000   0.008   0.024   0.011
   0.125   8.000   0.015   0.033   0.015
   0.150   7.000   0.019   0.037   0.017
   0.175   8.000   0.014   0.038   0.017
   0.200   7.000   0.016   0.045   0.020
   0.225   7.000   0.023   0.058   0.026
   0.250   7.000   0.032   0.075   0.036
   0.275   8.000   0.043   0.096   0.048
   0.300   8.000   0.054   0.117   0.062
   0.325   9.000   0.064   0.139   0.078
   0.350   9.000   0.073   0.158   0.096
   0.375   9.000   0.081   0.175   0.114
   0.400   9.000   0.086   0.189   0.131
   0.425   9.000   0.091   0.199   0.148
   0.450   9.000   0.088   0.194   0.152
   0.475   9.000   0.086   0.190   0.155
   0.500   9.000   0.084   0.186   0.157
   0.525   9.000   0.082   0.184   0.160
   0.550   9.000   0.081   0.181   0.162
   0.575  10.000   0.080   0.179   0.164
   0.600  10.000   0.079   0.177   0.165
   0.625  10.000   0.078   0.176   0.166
   0.650  10.000   0.078   0.175   0.167
   0.675  10.000   0.078   0.174   0.168
   0.700  10.000   0.078   0.174   0.168
   0.725  10.000   0.077   0.173   0.168
   0.750  10.000   0.077   0.173   0.168
   0.775  10.000   0.077   0.173   0.167
   0.800  10.000   0.078   0.173   0.167
   0.825  10.000   0.078   0.173   0.166
   0.850  10.000   0.078   0.174   0.165
   0.875  10.000   0.078   0.174   0.164
   0.900  10.000   0.079   0.174   0.163
   0.925  10.000   0.079   0.175   0.162
   0.950  10.000   0.079   0.175   0.160
   0.975  10.000   0.080   0.176   0.159
   1.000  10.000   0.080   0.177   0.157
