TEXTURE AT STRAIN =    1.0000
   2.767   2.834   0.104  <-- length of phase ellipsoid axes
  110.31   79.02  -24.36  <-- Euler angles (deg) of phase ellipsoid axes
B       500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
   89.85   29.37 -104.04   0.0003500
