  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.246   0.245   0.490
   0.025  22.000   0.242   0.247   0.491
   0.050  21.000   0.238   0.248   0.490
   0.075  21.000   0.234   0.248   0.488
   0.100  20.000   0.230   0.246   0.482
   0.125  18.000   0.226   0.240   0.471
   0.150  19.000   0.224   0.237   0.466
   0.175  21.000   0.224   0.239   0.468
   0.200  21.000   0.220   0.236   0.463
   0.225  23.000   0.213   0.230   0.450
   0.250  22.000   0.204   0.221   0.432
   0.275  21.000   0.194   0.210   0.410
   0.300  22.000   0.183   0.198   0.387
   0.325  20.000   0.172   0.185   0.362
   0.350  21.000   0.161   0.173   0.339
   0.375  21.000   0.151   0.162   0.317
   0.400  21.000   0.143   0.152   0.299
   0.425  21.000   0.135   0.144   0.282
   0.450  21.000   0.136   0.145   0.285
   0.475  21.000   0.137   0.146   0.287
   0.500  21.000   0.137   0.147   0.288
   0.525  22.000   0.138   0.148   0.289
   0.550  22.000   0.138   0.148   0.290
   0.575  23.000   0.138   0.148   0.291
   0.600  23.000   0.138   0.149   0.291
   0.625  23.000   0.138   0.149   0.292
   0.650  23.000   0.139   0.149   0.292
   0.675  23.000   0.139   0.149   0.292
   0.700  23.000   0.139   0.149   0.293
   0.725  23.000   0.139   0.149   0.293
   0.750  23.000   0.139   0.150   0.293
   0.775  23.000   0.139   0.150   0.293
   0.800  23.000   0.139   0.150   0.293
   0.825  23.000   0.139   0.150   0.294
   0.850  23.000   0.139   0.150   0.294
   0.875  23.000   0.140   0.150   0.294
   0.900  23.000   0.140   0.150   0.294
   0.925  23.000   0.140   0.150   0.294
   0.950  23.000   0.140   0.150   0.295
   0.975  23.000   0.140   0.150   0.295
   1.000  23.000   0.140   0.151   0.295
