  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.281   0.000   0.001
   0.025   2.000   0.269   0.000   0.001
   0.050   2.000   0.243   0.000   0.001
   0.075   2.000   0.225   0.000   0.001
   0.100   2.000   0.222   0.000   0.001
   0.125   2.000   0.227   0.000   0.002
   0.150   2.000   0.238   0.001   0.004
   0.175   2.000   0.252   0.002   0.011
   0.200   3.000   0.266   0.003   0.026
   0.225   6.000   0.281   0.006   0.051
   0.250   7.000   0.295   0.009   0.081
   0.275   7.000   0.309   0.012   0.111
   0.300   7.000   0.322   0.014   0.140
   0.325   7.000   0.335   0.015   0.165
   0.350   7.000   0.346   0.015   0.187
   0.375   7.000   0.357   0.015   0.206
   0.400   8.000   0.366   0.015   0.223
   0.425   9.000   0.375   0.014   0.238
   0.450   9.000   0.383   0.013   0.250
   0.475  11.000   0.390   0.012   0.261
   0.500  10.000   0.396   0.010   0.271
   0.525  10.000   0.402   0.009   0.280
   0.550  10.000   0.407   0.008   0.287
   0.575  10.000   0.412   0.007   0.294
   0.600  10.000   0.413   0.006   0.295
   0.625  10.000   0.414   0.005   0.296
   0.650  10.000   0.414   0.004   0.296
   0.675  10.000   0.415   0.003   0.297
   0.700  10.000   0.416   0.003   0.298
   0.725  10.000   0.416   0.002   0.298
   0.750  10.000   0.417   0.002   0.299
   0.775  11.000   0.417   0.001   0.299
   0.800  11.000   0.418   0.001   0.299
   0.825  12.000   0.418   0.001   0.300
   0.850  13.000   0.418   0.001   0.300
   0.875  13.000   0.418   0.001   0.300
   0.900  13.000   0.419   0.000   0.300
   0.925  13.000   0.419   0.000   0.301
   0.950  13.000   0.419   0.000   0.301
   0.975  13.000   0.420   0.000   0.301
   1.000  13.000   0.420   0.000   0.301
