  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   4.000   0.015   0.010   0.001
   0.025   4.000   0.011   0.008   0.001
   0.050   4.000   0.010   0.007   0.001
   0.075   4.000   0.010   0.007   0.001
   0.100   4.000   0.010   0.009   0.001
   0.125   4.000   0.013   0.013   0.002
   0.150   4.000   0.017   0.020   0.003
   0.175   4.000   0.023   0.033   0.004
   0.200   4.000   0.032   0.051   0.007
   0.225   4.000   0.043   0.073   0.010
   0.250   5.000   0.056   0.100   0.014
   0.275   6.000   0.070   0.128   0.020
   0.300   6.000   0.084   0.155   0.026
   0.325   6.000   0.096   0.180   0.033
   0.350   6.000   0.108   0.203   0.041
   0.375   6.000   0.117   0.221   0.050
   0.400   6.000   0.124   0.236   0.059
   0.425   7.000   0.130   0.247   0.068
   0.450   7.000   0.127   0.241   0.073
   0.475   8.000   0.124   0.236   0.077
   0.500   8.000   0.121   0.231   0.081
   0.525   8.000   0.119   0.226   0.085
   0.550   8.000   0.116   0.222   0.089
   0.575   8.000   0.114   0.218   0.093
   0.600   8.000   0.112   0.215   0.097
   0.625   8.000   0.110   0.212   0.100
   0.650   8.000   0.109   0.210   0.103
   0.675   8.000   0.107   0.207   0.106
   0.700   8.000   0.106   0.205   0.108
   0.725   8.000   0.105   0.203   0.110
   0.750   8.000   0.104   0.202   0.112
   0.775   9.000   0.103   0.200   0.114
   0.800   9.000   0.102   0.199   0.115
   0.825   9.000   0.102   0.198   0.116
   0.850   9.000   0.101   0.197   0.117
   0.875   9.000   0.101   0.196   0.117
   0.900   9.000   0.101   0.195   0.118
   0.925   9.000   0.100   0.195   0.118
   0.950   9.000   0.100   0.194   0.118
   0.975   9.000   0.100   0.194   0.117
   1.000   9.000   0.100   0.194   0.117
