  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.263   0.000   0.000
   0.025   2.000   0.277   0.000   0.001
   0.050   2.000   0.285   0.000   0.001
   0.075   2.000   0.301   0.000   0.003
   0.100   2.000   0.281   0.000   0.005
   0.125   2.000   0.253   0.000   0.005
   0.150   2.000   0.231   0.000   0.006
   0.175   2.000   0.216   0.000   0.009
   0.200   2.000   0.209   0.000   0.015
   0.225   4.000   0.209   0.000   0.025
   0.250   4.000   0.215   0.000   0.040
   0.275   4.000   0.224   0.000   0.060
   0.300   5.000   0.236   0.001   0.082
   0.325   5.000   0.249   0.001   0.105
   0.350   7.000   0.262   0.001   0.127
   0.375   7.000   0.275   0.001   0.147
   0.400   7.000   0.287   0.001   0.165
   0.425   7.000   0.297   0.001   0.182
   0.450   9.000   0.307   0.000   0.196
   0.475  10.000   0.316   0.000   0.210
   0.500  10.000   0.324   0.000   0.221
   0.525  10.000   0.330   0.000   0.232
   0.550  10.000   0.336   0.000   0.241
   0.575  10.000   0.336   0.000   0.242
   0.600  10.000   0.335   0.000   0.242
   0.625  10.000   0.335   0.000   0.243
   0.650  10.000   0.335   0.000   0.244
   0.675  10.000   0.334   0.000   0.245
   0.700   9.000   0.334   0.000   0.245
   0.725   9.000   0.334   0.000   0.246
   0.750   9.000   0.335   0.000   0.247
   0.775   8.000   0.335   0.000   0.247
   0.800   8.000   0.336   0.000   0.248
   0.825   7.000   0.337   0.000   0.248
   0.850   7.000   0.337   0.000   0.248
   0.875   8.000   0.339   0.000   0.248
   0.900   8.000   0.340   0.000   0.248
   0.925   8.000   0.341   0.000   0.248
   0.950   8.000   0.342   0.000   0.247
   0.975   8.000   0.343   0.000   0.247
   1.000   8.000   0.344   0.000   0.246
