  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  17.000   0.235   0.246   0.486
   0.025  21.000   0.236   0.252   0.495
   0.050  22.000   0.236   0.255   0.499
   0.075  23.000   0.236   0.255   0.500
   0.100  21.000   0.235   0.255   0.499
   0.125  21.000   0.234   0.254   0.497
   0.150  21.000   0.231   0.252   0.492
   0.175  21.000   0.227   0.248   0.484
   0.200  21.000   0.221   0.241   0.471
   0.225  21.000   0.214   0.233   0.454
   0.250  21.000   0.204   0.222   0.433
   0.275  21.000   0.193   0.209   0.409
   0.300  22.000   0.181   0.196   0.383
   0.325  20.000   0.169   0.183   0.358
   0.350  20.000   0.158   0.170   0.334
   0.375  20.000   0.149   0.159   0.313
   0.400  21.000   0.140   0.150   0.294
   0.425  21.000   0.141   0.151   0.296
   0.450  20.000   0.141   0.152   0.297
   0.475  20.000   0.141   0.152   0.298
   0.500  20.000   0.141   0.153   0.299
   0.525  20.000   0.142   0.153   0.300
   0.550  20.000   0.142   0.153   0.300
   0.575  20.000   0.142   0.154   0.300
   0.600  21.000   0.142   0.154   0.301
   0.625  21.000   0.142   0.154   0.301
   0.650  21.000   0.142   0.154   0.301
   0.675  21.000   0.142   0.154   0.302
   0.700  21.000   0.142   0.154   0.302
   0.725  22.000   0.143   0.154   0.302
   0.750  21.000   0.143   0.154   0.302
   0.775  22.000   0.143   0.154   0.302
   0.800  21.000   0.143   0.155   0.302
   0.825  21.000   0.143   0.155   0.302
   0.850  21.000   0.143   0.155   0.303
   0.875  21.000   0.143   0.155   0.303
   0.900  21.000   0.143   0.155   0.303
   0.925  21.000   0.143   0.155   0.303
   0.950  21.000   0.143   0.155   0.303
   0.975  20.000   0.143   0.155   0.303
   1.000  20.000   0.143   0.155   0.303
