  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.045   0.012   0.000
   0.025   3.000   0.036   0.009   0.000
   0.050   3.000   0.032   0.008   0.000
   0.075   3.000   0.031   0.008   0.000
   0.100   3.000   0.032   0.010   0.000
   0.125   4.000   0.035   0.015   0.000
   0.150   4.000   0.040   0.023   0.000
   0.175   4.000   0.047   0.037   0.001
   0.200   4.000   0.057   0.058   0.001
   0.225   4.000   0.070   0.083   0.001
   0.250   4.000   0.085   0.110   0.002
   0.275   4.000   0.101   0.139   0.003
   0.300   4.000   0.117   0.166   0.004
   0.325   4.000   0.132   0.192   0.005
   0.350   4.000   0.145   0.215   0.006
   0.375   4.000   0.157   0.235   0.007
   0.400   4.000   0.167   0.253   0.009
   0.425   4.000   0.176   0.268   0.010
   0.450   4.000   0.183   0.280   0.013
   0.475   4.000   0.179   0.277   0.014
   0.500   4.000   0.176   0.274   0.016
   0.525   4.000   0.173   0.270   0.017
   0.550   4.000   0.170   0.267   0.019
   0.575   4.000   0.167   0.264   0.021
   0.600   4.000   0.164   0.262   0.023
   0.625   4.000   0.161   0.259   0.025
   0.650   4.000   0.159   0.257   0.027
   0.675   4.000   0.156   0.254   0.029
   0.700   4.000   0.154   0.252   0.032
   0.725   4.000   0.151   0.250   0.034
   0.750   5.000   0.149   0.247   0.036
   0.775   6.000   0.147   0.245   0.038
   0.800   6.000   0.145   0.243   0.040
   0.825   6.000   0.143   0.241   0.042
   0.850   6.000   0.141   0.239   0.044
   0.875   6.000   0.139   0.238   0.046
   0.900   6.000   0.137   0.236   0.048
   0.925   6.000   0.136   0.234   0.050
   0.950   6.000   0.134   0.233   0.052
   0.975   6.000   0.133   0.231   0.054
   1.000   6.000   0.132   0.230   0.055
