TEXTURE AT STRAIN =    0.7000
   2.172   3.169   0.123  <-- length of phase ellipsoid axes
  -53.15    1.39 -173.93  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
  135.17   56.68 -134.94   0.0003500
