TEXTURE AT STRAIN =    0.1500
   1.304   1.541   0.464  <-- length of phase ellipsoid axes
  -57.58    2.28 -169.25  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
  136.16   38.11 -136.45   0.0003500
