  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.158   0.003   0.000
   0.025   2.000   0.144   0.003   0.000
   0.050   2.000   0.135   0.003   0.000
   0.075   2.000   0.130   0.004   0.001
   0.100   3.000   0.132   0.006   0.001
   0.125   3.000   0.138   0.012   0.002
   0.150   3.000   0.138   0.018   0.004
   0.175   3.000   0.130   0.017   0.004
   0.200   3.000   0.131   0.022   0.005
   0.225   3.000   0.137   0.034   0.009
   0.250   3.000   0.148   0.054   0.015
   0.275   6.000   0.160   0.076   0.022
   0.300   7.000   0.172   0.100   0.030
   0.325   8.000   0.185   0.123   0.037
   0.350   8.000   0.196   0.144   0.042
   0.375   8.000   0.207   0.164   0.046
   0.400   8.000   0.216   0.182   0.048
   0.425   8.000   0.225   0.199   0.050
   0.450   7.000   0.232   0.214   0.050
   0.475   7.000   0.238   0.229   0.049
   0.500   6.000   0.236   0.232   0.045
   0.525   6.000   0.233   0.236   0.041
   0.550   4.000   0.231   0.240   0.038
   0.575   4.000   0.229   0.244   0.034
   0.600   4.000   0.227   0.247   0.031
   0.625   4.000   0.224   0.251   0.027
   0.650   4.000   0.222   0.254   0.024
   0.675   4.000   0.220   0.257   0.021
   0.700   4.000   0.218   0.259   0.019
   0.725   4.000   0.216   0.262   0.016
   0.750   4.000   0.214   0.264   0.014
   0.775   4.000   0.212   0.266   0.012
   0.800   4.000   0.209   0.268   0.011
   0.825   4.000   0.207   0.269   0.009
   0.850   4.000   0.205   0.270   0.008
   0.875   4.000   0.203   0.271   0.007
   0.900   4.000   0.200   0.271   0.006
   0.925   4.000   0.198   0.272   0.005
   0.950   4.000   0.196   0.272   0.004
   0.975   4.000   0.193   0.272   0.004
   1.000   4.000   0.191   0.271   0.003
