  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.192   0.190   0.381
   0.025  19.000   0.189   0.192   0.382
   0.050  19.000   0.190   0.200   0.394
   0.075  20.000   0.193   0.207   0.405
   0.100  22.000   0.196   0.211   0.413
   0.125  23.000   0.197   0.213   0.416
   0.150  23.000   0.198   0.213   0.417
   0.175  22.000   0.197   0.211   0.414
   0.200  21.000   0.195   0.208   0.408
   0.225  21.000   0.191   0.202   0.398
   0.250  21.000   0.184   0.195   0.383
   0.275  21.000   0.175   0.185   0.365
   0.300  21.000   0.165   0.175   0.345
   0.325  21.000   0.155   0.165   0.324
   0.350  21.000   0.146   0.156   0.305
   0.375  21.000   0.137   0.147   0.288
   0.400  21.000   0.130   0.139   0.272
   0.425  23.000   0.123   0.132   0.258
   0.450  23.000   0.117   0.125   0.246
   0.475  23.000   0.112   0.120   0.235
   0.500  23.000   0.107   0.115   0.225
   0.525  23.000   0.103   0.111   0.217
   0.550  23.000   0.103   0.110   0.216
   0.575  23.000   0.103   0.110   0.216
   0.600  21.000   0.103   0.110   0.216
   0.625  21.000   0.103   0.110   0.215
   0.650  21.000   0.103   0.110   0.215
   0.675  21.000   0.102   0.110   0.215
   0.700  21.000   0.102   0.109   0.215
   0.725  21.000   0.102   0.109   0.215
   0.750  21.000   0.102   0.109   0.214
   0.775  21.000   0.102   0.109   0.214
   0.800  21.000   0.102   0.109   0.214
   0.825  21.000   0.102   0.109   0.213
   0.850  21.000   0.101   0.108   0.213
   0.875  21.000   0.101   0.108   0.212
   0.900  22.000   0.101   0.108   0.212
   0.925  23.000   0.100   0.108   0.211
   0.950  23.000   0.100   0.107   0.211
   0.975  23.000   0.100   0.107   0.210
   1.000  23.000   0.099   0.107   0.209
