  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.244   0.250   0.496
   0.025  21.000   0.239   0.254   0.499
   0.050  20.000   0.237   0.256   0.501
   0.075  21.000   0.236   0.256   0.501
   0.100  21.000   0.235   0.256   0.501
   0.125  21.000   0.234   0.255   0.498
   0.150  21.000   0.232   0.253   0.494
   0.175  21.000   0.228   0.249   0.486
   0.200  21.000   0.222   0.242   0.473
   0.225  21.000   0.214   0.233   0.456
   0.250  21.000   0.205   0.223   0.435
   0.275  21.000   0.193   0.210   0.411
   0.300  21.000   0.182   0.197   0.386
   0.325  19.000   0.170   0.184   0.360
   0.350  20.000   0.160   0.172   0.337
   0.375  20.000   0.150   0.161   0.316
   0.400  20.000   0.141   0.152   0.297
   0.425  20.000   0.142   0.153   0.299
   0.450  20.000   0.142   0.153   0.300
   0.475  19.000   0.142   0.154   0.300
   0.500  19.000   0.142   0.154   0.301
   0.525  19.000   0.142   0.154   0.301
   0.550  19.000   0.143   0.154   0.302
   0.575  19.000   0.143   0.155   0.302
   0.600  19.000   0.143   0.155   0.303
   0.625  19.000   0.143   0.155   0.303
   0.650  19.000   0.143   0.155   0.303
   0.675  19.000   0.143   0.155   0.303
   0.700  19.000   0.143   0.155   0.303
   0.725  19.000   0.143   0.155   0.304
   0.750  19.000   0.143   0.155   0.304
   0.775  19.000   0.143   0.155   0.304
   0.800  19.000   0.144   0.156   0.304
   0.825  19.000   0.144   0.156   0.304
   0.850  19.000   0.144   0.156   0.305
   0.875  19.000   0.144   0.156   0.305
   0.900  19.000   0.144   0.156   0.305
   0.925  19.000   0.144   0.156   0.305
   0.950  19.000   0.144   0.156   0.305
   0.975  19.000   0.144   0.156   0.306
   1.000  19.000   0.144   0.156   0.306
