  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   1.000   0.116   0.002   0.000
   0.025   2.000   0.102   0.002   0.000
   0.050   2.000   0.097   0.002   0.000
   0.075   2.000   0.097   0.004   0.000
   0.100   3.000   0.103   0.008   0.001
   0.125   2.000   0.108   0.020   0.001
   0.150   2.000   0.100   0.022   0.001
   0.175   2.000   0.096   0.027   0.002
   0.200   3.000   0.098   0.040   0.003
   0.225   4.000   0.105   0.061   0.004
   0.250   4.000   0.116   0.087   0.005
   0.275   4.000   0.129   0.115   0.007
   0.300   4.000   0.143   0.143   0.008
   0.325   4.000   0.157   0.170   0.010
   0.350   4.000   0.170   0.194   0.010
   0.375   4.000   0.181   0.215   0.010
   0.400   4.000   0.192   0.235   0.010
   0.425   4.000   0.202   0.252   0.010
   0.450   4.000   0.210   0.267   0.009
   0.475   4.000   0.218   0.280   0.008
   0.500   4.000   0.216   0.281   0.007
   0.525   4.000   0.215   0.281   0.006
   0.550   4.000   0.213   0.281   0.006
   0.575   4.000   0.211   0.281   0.005
   0.600   4.000   0.210   0.281   0.004
   0.625   4.000   0.208   0.281   0.004
   0.650   4.000   0.206   0.281   0.003
   0.675   4.000   0.204   0.280   0.003
   0.700   4.000   0.201   0.280   0.003
   0.725   4.000   0.199   0.280   0.003
   0.750   4.000   0.197   0.279   0.003
   0.775   4.000   0.194   0.279   0.003
   0.800   4.000   0.192   0.278   0.003
   0.825   4.000   0.190   0.277   0.003
   0.850   4.000   0.187   0.277   0.003
   0.875   4.000   0.184   0.276   0.003
   0.900   4.000   0.182   0.275   0.004
   0.925   4.000   0.179   0.274   0.004
   0.950   4.000   0.177   0.273   0.004
   0.975   4.000   0.174   0.272   0.005
   1.000   4.000   0.171   0.271   0.005
