  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.221   0.220   0.441
   0.025  26.000   0.224   0.224   0.448
   0.050  26.000   0.225   0.226   0.451
   0.075  25.000   0.224   0.225   0.450
   0.100  21.000   0.221   0.223   0.445
   0.125  21.000   0.216   0.219   0.436
   0.150  20.000   0.214   0.222   0.440
   0.175  21.000   0.212   0.224   0.440
   0.200  21.000   0.207   0.220   0.433
   0.225  23.000   0.198   0.213   0.418
   0.250  23.000   0.189   0.204   0.399
   0.275  22.000   0.178   0.193   0.377
   0.300  21.000   0.167   0.182   0.356
   0.325  21.000   0.157   0.172   0.335
   0.350  21.000   0.149   0.162   0.316
   0.375  21.000   0.141   0.153   0.299
   0.400  21.000   0.134   0.146   0.284
   0.425  21.000   0.127   0.139   0.271
   0.450  21.000   0.122   0.133   0.259
   0.475  21.000   0.117   0.127   0.249
   0.500  21.000   0.117   0.128   0.250
   0.525  21.000   0.118   0.129   0.251
   0.550  21.000   0.119   0.129   0.252
   0.575  21.000   0.119   0.130   0.254
   0.600  21.000   0.120   0.130   0.255
   0.625  21.000   0.121   0.131   0.256
   0.650  21.000   0.121   0.132   0.257
   0.675  21.000   0.122   0.132   0.259
   0.700  21.000   0.123   0.133   0.260
   0.725  21.000   0.123   0.134   0.261
   0.750  21.000   0.124   0.134   0.263
   0.775  20.000   0.125   0.135   0.264
   0.800  20.000   0.125   0.136   0.266
   0.825  21.000   0.126   0.137   0.267
   0.850  21.000   0.127   0.138   0.269
   0.875  21.000   0.128   0.138   0.271
   0.900  21.000   0.129   0.139   0.272
   0.925  21.000   0.129   0.140   0.274
   0.950  21.000   0.130   0.141   0.275
   0.975  21.000   0.131   0.141   0.277
   1.000  21.000   0.131   0.142   0.278
