  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.282   0.000   0.001
   0.025   2.000   0.270   0.000   0.001
   0.050   2.000   0.246   0.000   0.001
   0.075   2.000   0.231   0.000   0.001
   0.100   2.000   0.228   0.000   0.001
   0.125   2.000   0.233   0.000   0.002
   0.150   2.000   0.244   0.000   0.005
   0.175   2.000   0.258   0.001   0.012
   0.200   3.000   0.272   0.002   0.028
   0.225   6.000   0.287   0.004   0.053
   0.250   6.000   0.302   0.006   0.083
   0.275   6.000   0.316   0.007   0.114
   0.300   6.000   0.329   0.008   0.143
   0.325   6.000   0.341   0.009   0.168
   0.350   6.000   0.353   0.009   0.190
   0.375   6.000   0.363   0.008   0.210
   0.400   7.000   0.373   0.008   0.226
   0.425   8.000   0.381   0.007   0.240
   0.450   9.000   0.389   0.006   0.252
   0.475   9.000   0.396   0.005   0.263
   0.500   9.000   0.402   0.004   0.272
   0.525   9.000   0.407   0.004   0.281
   0.550   9.000   0.412   0.003   0.288
   0.575   9.000   0.416   0.002   0.294
   0.600   9.000   0.417   0.002   0.295
   0.625   9.000   0.418   0.001   0.295
   0.650   9.000   0.418   0.001   0.295
   0.675   9.000   0.418   0.001   0.296
   0.700  11.000   0.419   0.001   0.296
   0.725  12.000   0.419   0.000   0.296
   0.750  12.000   0.419   0.000   0.297
   0.775  12.000   0.420   0.000   0.297
   0.800  12.000   0.420   0.000   0.297
   0.825  12.000   0.420   0.000   0.297
   0.850  12.000   0.420   0.000   0.298
   0.875  13.000   0.420   0.000   0.298
   0.900  14.000   0.420   0.000   0.298
   0.925  14.000   0.420   0.000   0.298
   0.950  14.000   0.420   0.000   0.298
   0.975  14.000   0.421   0.000   0.298
   1.000  14.000   0.421   0.000   0.299
