  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.155   0.001   0.000
   0.025   2.000   0.142   0.001   0.000
   0.050   2.000   0.137   0.002   0.000
   0.075   2.000   0.136   0.002   0.000
   0.100   2.000   0.140   0.003   0.001
   0.125   3.000   0.147   0.006   0.001
   0.150   3.000   0.156   0.010   0.003
   0.175   3.000   0.165   0.018   0.006
   0.200   3.000   0.176   0.031   0.011
   0.225   3.000   0.188   0.048   0.019
   0.250   6.000   0.201   0.069   0.029
   0.275   7.000   0.214   0.091   0.041
   0.300   7.000   0.227   0.113   0.053
   0.325   8.000   0.238   0.133   0.065
   0.350   8.000   0.249   0.152   0.075
   0.375   8.000   0.257   0.169   0.082
   0.400   8.000   0.263   0.183   0.086
   0.425   8.000   0.267   0.193   0.087
   0.450   8.000   0.268   0.202   0.086
   0.475   8.000   0.269   0.210   0.083
   0.500   8.000   0.270   0.218   0.080
   0.525   8.000   0.270   0.227   0.077
   0.550   8.000   0.264   0.228   0.070
   0.575   8.000   0.258   0.229   0.064
   0.600   8.000   0.253   0.232   0.058
   0.625   7.000   0.249   0.234   0.053
   0.650   6.000   0.244   0.238   0.048
   0.675   5.000   0.240   0.241   0.044
   0.700   3.000   0.237   0.245   0.039
   0.725   3.000   0.234   0.248   0.035
   0.750   3.000   0.231   0.252   0.031
   0.775   3.000   0.228   0.255   0.028
   0.800   3.000   0.225   0.258   0.024
   0.825   3.000   0.222   0.261   0.021
   0.850   3.000   0.219   0.264   0.019
   0.875   3.000   0.217   0.266   0.016
   0.900   3.000   0.215   0.268   0.014
   0.925   3.000   0.212   0.270   0.012
   0.950   3.000   0.210   0.272   0.010
   0.975   3.000   0.207   0.273   0.009
   1.000   3.000   0.205   0.274   0.007
