  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.046   0.010   0.000
   0.025   3.000   0.043   0.011   0.001
   0.050   4.000   0.041   0.015   0.001
   0.075   4.000   0.041   0.023   0.001
   0.100   4.000   0.047   0.038   0.002
   0.125   4.000   0.043   0.044   0.002
   0.150   4.000   0.032   0.041   0.002
   0.175   4.000   0.033   0.046   0.002
   0.200   4.000   0.040   0.057   0.002
   0.225   4.000   0.051   0.075   0.003
   0.250   4.000   0.066   0.098   0.004
   0.275   4.000   0.083   0.125   0.006
   0.300   4.000   0.099   0.152   0.007
   0.325   4.000   0.114   0.180   0.010
   0.350   4.000   0.128   0.206   0.012
   0.375   4.000   0.140   0.229   0.016
   0.400   4.000   0.149   0.249   0.019
   0.425   4.000   0.157   0.266   0.024
   0.450   4.000   0.162   0.280   0.029
   0.475   4.000   0.156   0.275   0.032
   0.500   4.000   0.151   0.270   0.035
   0.525   6.000   0.147   0.266   0.038
   0.550   6.000   0.142   0.262   0.042
   0.575   6.000   0.138   0.258   0.045
   0.600   6.000   0.135   0.254   0.049
   0.625   6.000   0.131   0.251   0.052
   0.650   6.000   0.128   0.248   0.056
   0.675   6.000   0.125   0.245   0.059
   0.700   6.000   0.123   0.242   0.063
   0.725   6.000   0.120   0.239   0.066
   0.750   6.000   0.118   0.237   0.069
   0.775   6.000   0.116   0.234   0.072
   0.800   6.000   0.114   0.232   0.075
   0.825   6.000   0.113   0.230   0.078
   0.850   7.000   0.111   0.228   0.080
   0.875   7.000   0.110   0.226   0.082
   0.900   7.000   0.109   0.224   0.085
   0.925   7.000   0.108   0.222   0.086
   0.950   8.000   0.107   0.221   0.088
   0.975   8.000   0.106   0.219   0.090
   1.000   8.000   0.105   0.218   0.091
