  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.229   0.000   0.001
   0.025   2.000   0.186   0.000   0.000
   0.050   2.000   0.162   0.000   0.000
   0.075   2.000   0.150   0.000   0.000
   0.100   2.000   0.145   0.000   0.001
   0.125   2.000   0.144   0.000   0.001
   0.150   2.000   0.147   0.001   0.001
   0.175   2.000   0.154   0.001   0.003
   0.200   2.000   0.162   0.002   0.007
   0.225   3.000   0.174   0.005   0.016
   0.250   7.000   0.187   0.010   0.031
   0.275   7.000   0.202   0.015   0.051
   0.300   7.000   0.218   0.021   0.074
   0.325   7.000   0.234   0.025   0.096
   0.350   7.000   0.249   0.029   0.117
   0.375   7.000   0.264   0.031   0.136
   0.400   7.000   0.277   0.032   0.153
   0.425   7.000   0.290   0.033   0.169
   0.450   7.000   0.301   0.032   0.183
   0.475   7.000   0.312   0.031   0.196
   0.500   7.000   0.322   0.029   0.208
   0.525   7.000   0.324   0.026   0.210
   0.550   7.000   0.326   0.023   0.212
   0.575   7.000   0.328   0.020   0.214
   0.600   8.000   0.330   0.018   0.215
   0.625   8.000   0.332   0.015   0.217
   0.650   9.000   0.333   0.013   0.219
   0.675   9.000   0.335   0.011   0.220
   0.700   9.000   0.337   0.009   0.221
   0.725  10.000   0.338   0.008   0.222
   0.750  10.000   0.340   0.007   0.223
   0.775  10.000   0.341   0.005   0.224
   0.800  10.000   0.342   0.005   0.225
   0.825  10.000   0.343   0.004   0.226
   0.850  10.000   0.344   0.003   0.226
   0.875  10.000   0.345   0.002   0.227
   0.900  10.000   0.346   0.002   0.227
   0.925  10.000   0.347   0.002   0.228
   0.950  10.000   0.348   0.001   0.228
   0.975  10.000   0.348   0.001   0.228
   1.000  10.000   0.349   0.001   0.229
