  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.158   0.000   0.000
   0.025   2.000   0.147   0.000   0.000
   0.050   2.000   0.145   0.000   0.000
   0.075   2.000   0.154   0.001   0.000
   0.100   2.000   0.171   0.001   0.001
   0.125   2.000   0.197   0.003   0.003
   0.150   3.000   0.227   0.011   0.012
   0.175   5.000   0.246   0.023   0.029
   0.200   5.000   0.255   0.034   0.047
   0.225   6.000   0.264   0.047   0.069
   0.250   6.000   0.274   0.059   0.091
   0.275   6.000   0.283   0.071   0.113
   0.300   8.000   0.292   0.080   0.133
   0.325   8.000   0.301   0.087   0.150
   0.350   8.000   0.309   0.093   0.165
   0.375   7.000   0.317   0.097   0.179
   0.400   7.000   0.324   0.100   0.191
   0.425   7.000   0.330   0.101   0.201
   0.450   7.000   0.336   0.101   0.210
   0.475   8.000   0.341   0.100   0.218
   0.500   8.000   0.346   0.098   0.226
   0.525   8.000   0.351   0.096   0.233
   0.550   8.000   0.356   0.093   0.240
   0.575   7.000   0.362   0.090   0.247
   0.600   7.000   0.364   0.084   0.249
   0.625   7.000   0.366   0.079   0.251
   0.650   7.000   0.369   0.073   0.253
   0.675   7.000   0.372   0.068   0.256
   0.700   7.000   0.375   0.063   0.258
   0.725   7.000   0.378   0.057   0.261
   0.750   7.000   0.381   0.052   0.264
   0.775   7.000   0.384   0.047   0.267
   0.800   7.000   0.387   0.042   0.269
   0.825   7.000   0.390   0.037   0.272
   0.850   7.000   0.392   0.033   0.274
   0.875   7.000   0.395   0.029   0.277
   0.900   7.000   0.398   0.025   0.279
   0.925   7.000   0.401   0.021   0.281
   0.950   7.000   0.403   0.018   0.283
   0.975   7.000   0.406   0.015   0.285
   1.000   6.000   0.408   0.012   0.286
