  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.220   0.204   0.418
   0.025  28.000   0.223   0.207   0.423
   0.050  27.000   0.223   0.207   0.424
   0.075  27.000   0.220   0.206   0.420
   0.100  26.000   0.213   0.202   0.411
   0.125  25.000   0.203   0.197   0.397
   0.150  21.000   0.190   0.186   0.374
   0.175  21.000   0.179   0.174   0.350
   0.200  21.000   0.170   0.163   0.330
   0.225  21.000   0.159   0.152   0.309
   0.250  21.000   0.148   0.141   0.287
   0.275  21.000   0.137   0.131   0.266
   0.300  21.000   0.127   0.122   0.246
   0.325  22.000   0.118   0.114   0.230
   0.350  22.000   0.110   0.107   0.215
   0.375  22.000   0.103   0.101   0.203
   0.400  22.000   0.098   0.096   0.193
   0.425  25.000   0.093   0.092   0.184
   0.450  27.000   0.088   0.088   0.177
   0.475  27.000   0.084   0.086   0.171
   0.500  28.000   0.081   0.083   0.165
   0.525  26.000   0.078   0.081   0.161
   0.550  26.000   0.075   0.079   0.156
   0.575  27.000   0.073   0.077   0.152
   0.600  27.000   0.073   0.078   0.153
   0.625  28.000   0.073   0.078   0.153
   0.650  30.000   0.073   0.078   0.153
   0.675  30.000   0.072   0.078   0.153
   0.700  30.000   0.072   0.079   0.153
   0.725  29.000   0.072   0.078   0.153
   0.750  29.000   0.072   0.078   0.153
   0.775  28.000   0.072   0.078   0.153
   0.800  28.000   0.072   0.078   0.152
   0.825  28.000   0.071   0.078   0.152
   0.850  28.000   0.071   0.078   0.152
   0.875  28.000   0.071   0.077   0.151
   0.900  28.000   0.071   0.077   0.151
   0.925  28.000   0.070   0.077   0.150
   0.950  28.000   0.070   0.077   0.149
   0.975  28.000   0.070   0.076   0.149
   1.000  28.000   0.070   0.076   0.148
