          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.14937E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.41031E+02  0.55850E+02 -0.96880E+02 -0.99681E+01 -0.68843E+01  0.14002E+02      982.00
  0.24322E-01  0.14691E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.40273E+02  0.54905E+02 -0.95178E+02 -0.93775E+01 -0.59471E+01  0.14951E+02      982.00
  0.48617E-01  0.14840E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.40956E+02  0.54842E+02 -0.95799E+02 -0.92548E+01 -0.55715E+01  0.17123E+02      982.00
  0.72824E-01  0.15457E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.43378E+02  0.55719E+02 -0.99097E+02 -0.95161E+01 -0.56608E+01  0.20930E+02      982.00
  0.96866E-01  0.16651E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.47945E+02  0.57556E+02 -0.10550E+03 -0.10093E+02 -0.61421E+01  0.27039E+02      982.00
  0.12063E+00  0.18595E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.55223E+02  0.60431E+02 -0.11565E+03 -0.10940E+02 -0.69580E+01  0.36313E+02      982.00
  0.14395E+00  0.21478E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.65806E+02  0.64327E+02 -0.13013E+03 -0.11987E+02 -0.80117E+01  0.49668E+02      982.00
  0.16667E+00  0.25285E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.79655E+02  0.68877E+02 -0.14853E+03 -0.13053E+02 -0.90529E+01  0.66960E+02      982.00
  0.18870E+00  0.29497E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.95144E+02  0.73162E+02 -0.16831E+03 -0.13833E+02 -0.96828E+01  0.85743E+02      982.00
  0.21010E+00  0.33342E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10971E+03  0.76389E+02 -0.18610E+03 -0.14144E+02 -0.96805E+01  0.10253E+03      982.00
