TEXTURE AT STRAIN =    0.4500
   1.056   1.118   0.846  <-- length of phase ellipsoid axes
   45.82    1.72   24.10  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
  159.74   60.26 -128.74   0.0016500
