          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.17251E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.38949E+02  0.71752E+02 -0.11070E+03  0.56628E+01  0.20400E+01  0.20580E+02      982.00
  0.24064E-01  0.17355E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.37495E+02  0.73248E+02 -0.11074E+03  0.44246E+01  0.81159E+00  0.22396E+02      982.00
  0.47994E-01  0.17974E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.36149E+02  0.77444E+02 -0.11359E+03  0.40236E+01 -0.83136E-01  0.25467E+02      982.00
  0.71693E-01  0.19189E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.34699E+02  0.84867E+02 -0.11957E+03  0.43197E+01 -0.66137E+00  0.30055E+02      982.00
  0.95060E-01  0.21078E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.32876E+02  0.96011E+02 -0.12889E+03  0.51666E+01 -0.92537E+00  0.36419E+02      982.00
  0.11799E+00  0.23635E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.30478E+02  0.11086E+03 -0.14134E+03  0.63439E+01 -0.90408E+00  0.44510E+02      982.00
  0.14042E+00  0.26673E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.27533E+02  0.12838E+03 -0.15591E+03  0.75449E+01 -0.65494E+00  0.53704E+02      982.00
  0.16234E+00  0.29757E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24639E+02  0.14596E+03 -0.17060E+03  0.85097E+01 -0.27220E+00  0.62727E+02      982.00
  0.18383E+00  0.32553E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22620E+02  0.16142E+03 -0.18404E+03  0.91993E+01  0.20719E+00  0.70841E+02      982.00
  0.20504E+00  0.34858E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22175E+02  0.17332E+03 -0.19550E+03  0.97342E+01  0.71859E+00  0.77669E+02      982.00
  0.22607E+00  0.36241E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22872E+02  0.18019E+03 -0.20306E+03  0.10581E+02  0.11550E+01  0.80950E+02      982.00
  0.24708E+00  0.36882E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.21157E+02  0.18558E+03 -0.20673E+03  0.11139E+02  0.15204E+01  0.80024E+02      982.00
  0.26810E+00  0.37381E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19499E+02  0.19006E+03 -0.20956E+03  0.11478E+02  0.20314E+01  0.78956E+02      982.00
  0.28912E+00  0.37903E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19051E+02  0.19360E+03 -0.21265E+03  0.11688E+02  0.26329E+01  0.78808E+02      982.00
  0.31016E+00  0.38458E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19620E+02  0.19648E+03 -0.21610E+03  0.11695E+02  0.31922E+01  0.79417E+02      982.00
  0.33123E+00  0.38872E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.21148E+02  0.19801E+03 -0.21916E+03  0.11651E+02  0.36354E+01  0.79846E+02      982.00
  0.35238E+00  0.39187E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22933E+02  0.19894E+03 -0.22188E+03  0.11504E+02  0.39231E+01  0.79823E+02      982.00
  0.37361E+00  0.39396E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24913E+02  0.19926E+03 -0.22417E+03  0.11254E+02  0.40775E+01  0.79380E+02      982.00
  0.39495E+00  0.39487E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.27089E+02  0.19891E+03 -0.22600E+03  0.10970E+02  0.41473E+01  0.78421E+02      982.00
  0.41641E+00  0.39498E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29338E+02  0.19816E+03 -0.22750E+03  0.10679E+02  0.41706E+01  0.77016E+02      982.00
  0.43801E+00  0.39417E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.31824E+02  0.19681E+03 -0.22864E+03  0.10424E+02  0.41755E+01  0.75188E+02      982.00
  0.45976E+00  0.39045E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.34240E+02  0.19391E+03 -0.22815E+03  0.10122E+02  0.40999E+01  0.72690E+02      982.00
  0.48167E+00  0.38682E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.36720E+02  0.19100E+03 -0.22772E+03  0.98866E+01  0.40420E+01  0.70139E+02      982.00
  0.50375E+00  0.38325E+03    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.39308E+02  0.18802E+03 -0.22732E+03  0.97301E+01  0.40093E+01  0.67547E+02      982.00
  0.52599E+00  0.37999E+03    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.41861E+02  0.18518E+03 -0.22705E+03  0.96105E+01  0.39874E+01  0.64994E+02      982.00
  0.54840E+00  0.37696E+03    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.44441E+02  0.18242E+03 -0.22686E+03  0.95439E+01  0.39817E+01  0.62459E+02      982.00
  0.57097E+00  0.37417E+03    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.47041E+02  0.17972E+03 -0.22676E+03  0.95255E+01  0.39907E+01  0.59956E+02      982.00
