TEXTURE AT STRAIN =    1.0000
   1.970   3.419   0.129  <-- length of phase ellipsoid axes
  113.59   12.09 -157.52  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
  110.88   11.89 -110.30   0.0003500
