  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.206   0.193   0.393
   0.025  23.000   0.203   0.193   0.392
   0.050  20.000   0.196   0.190   0.384
   0.075  20.000   0.188   0.187   0.374
   0.100  19.000   0.182   0.184   0.367
   0.125  15.000   0.173   0.178   0.354
   0.150  17.000   0.175   0.184   0.363
   0.175  20.000   0.178   0.191   0.374
   0.200  21.000   0.180   0.194   0.380
   0.225  22.000   0.179   0.194   0.379
   0.250  22.000   0.176   0.190   0.372
   0.275  23.000   0.170   0.184   0.360
   0.300  23.000   0.163   0.176   0.345
   0.325  23.000   0.155   0.168   0.328
   0.350  23.000   0.147   0.159   0.311
   0.375  23.000   0.139   0.150   0.295
   0.400  23.000   0.132   0.142   0.279
   0.425  23.000   0.126   0.135   0.265
   0.450  23.000   0.119   0.129   0.252
   0.475  23.000   0.114   0.123   0.240
   0.500  23.000   0.109   0.117   0.230
   0.525  23.000   0.105   0.113   0.221
   0.550  23.000   0.104   0.112   0.220
   0.575  23.000   0.104   0.112   0.219
   0.600  22.000   0.104   0.112   0.219
   0.625  22.000   0.104   0.111   0.218
   0.650  23.000   0.103   0.111   0.217
   0.675  23.000   0.103   0.110   0.216
   0.700  23.000   0.102   0.110   0.215
   0.725  23.000   0.102   0.110   0.215
   0.750  23.000   0.101   0.109   0.214
   0.775  23.000   0.101   0.109   0.213
   0.800  23.000   0.101   0.109   0.213
   0.825  23.000   0.101   0.108   0.212
   0.850  23.000   0.100   0.108   0.212
   0.875  23.000   0.100   0.108   0.212
   0.900  23.000   0.100   0.108   0.211
   0.925  23.000   0.100   0.108   0.211
   0.950  23.000   0.100   0.108   0.211
   0.975  23.000   0.100   0.108   0.211
   1.000  23.000   0.100   0.108   0.211
