  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.220   0.212   0.429
   0.025  23.000   0.220   0.216   0.434
   0.050  23.000   0.217   0.217   0.434
   0.075  20.000   0.211   0.216   0.429
   0.100  21.000   0.204   0.213   0.421
   0.125  21.000   0.196   0.208   0.409
   0.150  23.000   0.187   0.201   0.394
   0.175  23.000   0.178   0.192   0.376
   0.200  23.000   0.168   0.182   0.356
   0.225  22.000   0.158   0.172   0.336
   0.250  22.000   0.149   0.162   0.317
   0.275  22.000   0.141   0.153   0.299
   0.300  22.000   0.134   0.145   0.283
   0.325  22.000   0.127   0.138   0.269
   0.350  21.000   0.120   0.131   0.256
   0.375  21.000   0.114   0.125   0.244
   0.400  21.000   0.109   0.119   0.233
   0.425  21.000   0.105   0.114   0.223
   0.450  21.000   0.101   0.109   0.214
   0.475  21.000   0.097   0.105   0.206
   0.500  20.000   0.094   0.101   0.198
   0.525  21.000   0.092   0.097   0.191
   0.550  22.000   0.090   0.093   0.184
   0.575  22.000   0.091   0.092   0.184
   0.600  22.000   0.091   0.092   0.183
   0.625  20.000   0.091   0.091   0.182
   0.650  22.000   0.091   0.090   0.180
   0.675  24.000   0.090   0.089   0.179
   0.700  27.000   0.091   0.090   0.181
   0.725  26.000   0.092   0.093   0.186
   0.750  27.000   0.093   0.097   0.191
   0.775  28.000   0.094   0.099   0.196
   0.800  26.000   0.095   0.101   0.199
   0.825  27.000   0.096   0.102   0.201
   0.850  27.000   0.097   0.102   0.201
   0.875  29.000   0.097   0.102   0.202
   0.900  29.000   0.098   0.102   0.202
   0.925  27.000   0.099   0.102   0.202
   0.950  28.000   0.099   0.102   0.202
   0.975  28.000   0.100   0.102   0.203
   1.000  28.000   0.101   0.102   0.204
