  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.127   0.000   0.000
   0.025   2.000   0.115   0.000   0.000
   0.050   2.000   0.110   0.000   0.000
   0.075   2.000   0.111   0.000   0.000
   0.100   2.000   0.117   0.000   0.000
   0.125   2.000   0.127   0.000   0.001
   0.150   2.000   0.140   0.001   0.002
   0.175   2.000   0.156   0.003   0.006
   0.200   2.000   0.172   0.007   0.016
   0.225   5.000   0.191   0.016   0.036
   0.250   6.000   0.210   0.026   0.062
   0.275   6.000   0.230   0.037   0.089
   0.300   8.000   0.249   0.046   0.115
   0.325   8.000   0.266   0.054   0.139
   0.350   8.000   0.282   0.060   0.160
   0.375   8.000   0.296   0.064   0.180
   0.400   8.000   0.309   0.067   0.197
   0.425   8.000   0.321   0.068   0.213
   0.450   8.000   0.331   0.068   0.228
   0.475   8.000   0.341   0.067   0.242
   0.500   8.000   0.350   0.065   0.255
   0.525   7.000   0.358   0.063   0.267
   0.550   7.000   0.365   0.060   0.278
   0.575   7.000   0.369   0.055   0.285
   0.600   7.000   0.373   0.050   0.291
   0.625   7.000   0.376   0.046   0.296
   0.650   6.000   0.379   0.041   0.300
   0.675   6.000   0.382   0.037   0.303
   0.700   6.000   0.384   0.032   0.305
   0.725   7.000   0.387   0.028   0.306
   0.750   7.000   0.389   0.024   0.307
   0.775   6.000   0.392   0.020   0.307
   0.800   6.000   0.394   0.017   0.307
   0.825   6.000   0.396   0.014   0.307
   0.850   6.000   0.399   0.012   0.307
   0.875   6.000   0.401   0.010   0.307
   0.900   6.000   0.403   0.008   0.307
   0.925   6.000   0.405   0.006   0.307
   0.950   6.000   0.407   0.005   0.307
   0.975   7.000   0.409   0.004   0.307
   1.000   8.000   0.410   0.003   0.307
