TEXTURE AT STRAIN =    0.1000
   1.231   1.340   0.575  <-- length of phase ellipsoid axes
  -66.96    2.36 -170.47  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
  171.89   45.79 -171.54   0.0003500
