  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.233   0.232   0.464
   0.025  22.000   0.236   0.233   0.468
   0.050  21.000   0.237   0.233   0.468
   0.075  21.000   0.235   0.233   0.467
   0.100  27.000   0.230   0.233   0.464
   0.125  26.000   0.223   0.232   0.459
   0.150  26.000   0.214   0.227   0.446
   0.175  27.000   0.203   0.217   0.426
   0.200  28.000   0.189   0.203   0.399
   0.225  29.000   0.175   0.188   0.368
   0.250  29.000   0.161   0.171   0.336
   0.275  28.000   0.148   0.155   0.306
   0.300  26.000   0.136   0.141   0.279
   0.325  27.000   0.127   0.129   0.257
   0.350  28.000   0.121   0.121   0.242
   0.375  25.000   0.116   0.117   0.233
   0.400  24.000   0.113   0.114   0.227
   0.425  23.000   0.111   0.112   0.224
   0.450  23.000   0.111   0.111   0.223
   0.475  26.000   0.112   0.111   0.222
   0.500  26.000   0.114   0.112   0.226
   0.525  27.000   0.117   0.114   0.230
   0.550  27.000   0.119   0.116   0.233
   0.575  27.000   0.122   0.117   0.237
   0.600  27.000   0.124   0.119   0.241
   0.625  28.000   0.126   0.122   0.246
   0.650  27.000   0.128   0.124   0.250
   0.675  26.000   0.130   0.126   0.255
   0.700  26.000   0.132   0.129   0.260
   0.725  26.000   0.133   0.132   0.264
   0.750  25.000   0.133   0.134   0.267
   0.775  23.000   0.135   0.136   0.271
   0.800  21.000   0.138   0.139   0.277
   0.825  21.000   0.142   0.143   0.286
   0.850  23.000   0.145   0.148   0.295
   0.875  22.000   0.147   0.153   0.302
   0.900  21.000   0.147   0.156   0.306
   0.925  21.000   0.147   0.157   0.308
   0.950  22.000   0.146   0.158   0.309
   0.975  21.000   0.146   0.157   0.308
   1.000  22.000   0.145   0.157   0.307
