TEXTURE AT STRAIN =    0.2000
   1.002   1.026   0.973  <-- length of phase ellipsoid axes
   95.47   21.43  -85.77  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
  100.03  125.77 -125.69   0.0016500
