  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.223   0.237   0.466
   0.025  26.000   0.227   0.238   0.469
   0.050  25.000   0.230   0.235   0.467
   0.075  21.000   0.230   0.234   0.466
   0.100  22.000   0.226   0.237   0.467
   0.125  21.000   0.222   0.238   0.466
   0.150  22.000   0.218   0.236   0.462
   0.175  22.000   0.213   0.231   0.452
   0.200  22.000   0.206   0.224   0.438
   0.225  21.000   0.197   0.214   0.419
   0.250  21.000   0.187   0.203   0.397
   0.275  21.000   0.176   0.192   0.374
   0.300  21.000   0.165   0.180   0.352
   0.325  21.000   0.155   0.169   0.331
   0.350  21.000   0.146   0.160   0.312
   0.375  21.000   0.138   0.151   0.294
   0.400  21.000   0.131   0.143   0.279
   0.425  21.000   0.125   0.136   0.266
   0.450  21.000   0.120   0.130   0.254
   0.475  19.000   0.120   0.130   0.255
   0.500  19.000   0.121   0.131   0.256
   0.525  19.000   0.122   0.131   0.257
   0.550  20.000   0.122   0.132   0.258
   0.575  20.000   0.123   0.132   0.260
   0.600  20.000   0.124   0.133   0.261
   0.625  20.000   0.124   0.134   0.262
   0.650  20.000   0.125   0.134   0.263
   0.675  20.000   0.125   0.135   0.264
   0.700  20.000   0.126   0.135   0.265
   0.725  20.000   0.127   0.136   0.266
   0.750  20.000   0.127   0.136   0.267
   0.775  20.000   0.128   0.137   0.269
   0.800  20.000   0.129   0.138   0.270
   0.825  20.000   0.129   0.138   0.272
   0.850  20.000   0.130   0.139   0.273
   0.875  20.000   0.131   0.140   0.275
   0.900  20.000   0.132   0.141   0.277
   0.925  20.000   0.133   0.142   0.279
   0.950  20.000   0.134   0.143   0.281
   0.975  20.000   0.134   0.144   0.282
   1.000  20.000   0.135   0.145   0.284
