  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.214   0.211   0.423
   0.025  26.000   0.217   0.214   0.430
   0.050  24.000   0.218   0.216   0.433
   0.075  24.000   0.218   0.216   0.433
   0.100  23.000   0.217   0.215   0.431
   0.125  22.000   0.214   0.213   0.426
   0.150  22.000   0.209   0.208   0.417
   0.175  22.000   0.202   0.201   0.402
   0.200  22.000   0.192   0.192   0.384
   0.225  23.000   0.182   0.182   0.363
   0.250  21.000   0.171   0.172   0.343
   0.275  23.000   0.160   0.162   0.322
   0.300  24.000   0.150   0.153   0.304
   0.325  22.000   0.144   0.146   0.291
   0.350  22.000   0.140   0.144   0.285
   0.375  20.000   0.138   0.142   0.281
   0.400  21.000   0.134   0.140   0.276
   0.425  21.000   0.130   0.137   0.269
   0.450  21.000   0.126   0.133   0.262
   0.475  21.000   0.121   0.129   0.253
   0.500  21.000   0.117   0.125   0.245
   0.525  21.000   0.117   0.126   0.246
   0.550  20.000   0.117   0.127   0.248
   0.575  21.000   0.117   0.127   0.249
   0.600  21.000   0.118   0.128   0.250
   0.625  21.000   0.118   0.129   0.251
   0.650  21.000   0.119   0.129   0.252
   0.675  21.000   0.119   0.130   0.254
   0.700  21.000   0.120   0.131   0.255
   0.725  21.000   0.120   0.131   0.256
   0.750  21.000   0.121   0.132   0.258
   0.775  21.000   0.122   0.133   0.259
   0.800  22.000   0.123   0.133   0.261
   0.825  23.000   0.124   0.134   0.262
   0.850  22.000   0.125   0.135   0.264
   0.875  22.000   0.126   0.136   0.266
   0.900  22.000   0.127   0.137   0.267
   0.925  21.000   0.128   0.137   0.269
   0.950  21.000   0.129   0.138   0.271
   0.975  21.000   0.130   0.139   0.273
   1.000  21.000   0.131   0.140   0.274
