TEXTURE AT STRAIN =    0.4000
   1.031   1.107   0.876  <-- length of phase ellipsoid axes
  146.45    4.64 -120.29  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
  114.85  117.37 -108.20   0.0016500
