  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  19.000   0.193   0.193   0.386
   0.025  21.000   0.201   0.206   0.408
   0.050  20.000   0.204   0.213   0.421
   0.075  21.000   0.206   0.217   0.428
   0.100  21.000   0.207   0.219   0.431
   0.125  21.000   0.207   0.219   0.431
   0.150  21.000   0.206   0.218   0.429
   0.175  21.000   0.204   0.216   0.425
   0.200  21.000   0.201   0.212   0.418
   0.225  21.000   0.196   0.207   0.407
   0.250  21.000   0.188   0.198   0.391
   0.275  21.000   0.178   0.188   0.371
   0.300  21.000   0.167   0.178   0.349
   0.325  21.000   0.156   0.167   0.327
   0.350  21.000   0.146   0.157   0.308
   0.375  22.000   0.138   0.148   0.290
   0.400  23.000   0.130   0.139   0.273
   0.425  23.000   0.123   0.132   0.259
   0.450  23.000   0.117   0.126   0.246
   0.475  23.000   0.111   0.120   0.235
   0.500  23.000   0.107   0.115   0.225
   0.525  23.000   0.106   0.115   0.225
   0.550  23.000   0.106   0.114   0.224
   0.575  23.000   0.106   0.114   0.224
   0.600  23.000   0.106   0.114   0.223
   0.625  23.000   0.105   0.114   0.222
   0.650  23.000   0.105   0.113   0.222
   0.675  23.000   0.105   0.113   0.221
   0.700  23.000   0.105   0.113   0.221
   0.725  23.000   0.104   0.112   0.220
   0.750  23.000   0.104   0.112   0.219
   0.775  23.000   0.104   0.112   0.219
   0.800  23.000   0.104   0.111   0.218
   0.825  23.000   0.103   0.111   0.218
   0.850  22.000   0.103   0.111   0.217
   0.875  22.000   0.103   0.110   0.217
   0.900  22.000   0.103   0.110   0.216
   0.925  22.000   0.103   0.110   0.216
   0.950  22.000   0.102   0.110   0.215
   0.975  22.000   0.102   0.110   0.215
   1.000  22.000   0.102   0.109   0.214
