  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.227   0.000   0.001
   0.025   2.000   0.185   0.000   0.000
   0.050   2.000   0.161   0.000   0.000
   0.075   2.000   0.149   0.000   0.000
   0.100   2.000   0.143   0.000   0.001
   0.125   2.000   0.142   0.000   0.001
   0.150   2.000   0.145   0.001   0.002
   0.175   2.000   0.150   0.001   0.003
   0.200   2.000   0.159   0.003   0.007
   0.225   2.000   0.169   0.005   0.016
   0.250   5.000   0.182   0.010   0.032
   0.275   7.000   0.196   0.015   0.052
   0.300   7.000   0.211   0.021   0.074
   0.325   7.000   0.227   0.025   0.097
   0.350   7.000   0.242   0.029   0.118
   0.375   7.000   0.257   0.031   0.137
   0.400   7.000   0.270   0.032   0.155
   0.425   7.000   0.283   0.033   0.170
   0.450   7.000   0.294   0.032   0.185
   0.475   7.000   0.305   0.031   0.198
   0.500   7.000   0.315   0.029   0.210
   0.525   7.000   0.317   0.026   0.212
   0.550   7.000   0.319   0.023   0.213
   0.575   7.000   0.321   0.020   0.215
   0.600   7.000   0.323   0.017   0.217
   0.625   7.000   0.325   0.015   0.218
   0.650   7.000   0.327   0.013   0.220
   0.675   7.000   0.329   0.011   0.221
   0.700   6.000   0.330   0.009   0.222
   0.725   6.000   0.332   0.008   0.224
   0.750   6.000   0.333   0.007   0.224
   0.775   9.000   0.335   0.005   0.225
   0.800   9.000   0.336   0.005   0.226
   0.825   9.000   0.337   0.004   0.227
   0.850   9.000   0.338   0.003   0.228
   0.875   9.000   0.339   0.002   0.228
   0.900   9.000   0.340   0.002   0.229
   0.925   9.000   0.341   0.002   0.229
   0.950   9.000   0.342   0.001   0.229
   0.975   9.000   0.343   0.001   0.230
   1.000   9.000   0.343   0.001   0.230
