  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   4.000   0.024   0.012   0.001
   0.025   4.000   0.017   0.009   0.001
   0.050   4.000   0.014   0.007   0.001
   0.075   4.000   0.013   0.008   0.001
   0.100   4.000   0.013   0.009   0.001
   0.125   4.000   0.016   0.013   0.001
   0.150   5.000   0.020   0.020   0.002
   0.175   5.000   0.026   0.032   0.003
   0.200   5.000   0.035   0.050   0.005
   0.225   5.000   0.046   0.074   0.008
   0.250   5.000   0.059   0.101   0.011
   0.275   5.000   0.074   0.130   0.015
   0.300   6.000   0.088   0.159   0.020
   0.325   6.000   0.101   0.187   0.025
   0.350   7.000   0.113   0.211   0.032
   0.375   8.000   0.123   0.233   0.038
   0.400   8.000   0.131   0.250   0.046
   0.425   8.000   0.137   0.265   0.054
   0.450   8.000   0.133   0.260   0.058
   0.475   8.000   0.129   0.255   0.062
   0.500   8.000   0.126   0.251   0.066
   0.525   8.000   0.123   0.248   0.070
   0.550   8.000   0.120   0.244   0.074
   0.575   8.000   0.118   0.241   0.078
   0.600   8.000   0.115   0.239   0.081
   0.625   8.000   0.113   0.236   0.085
   0.650   8.000   0.111   0.234   0.089
   0.675   8.000   0.109   0.232   0.092
   0.700   8.000   0.107   0.230   0.095
   0.725   8.000   0.106   0.228   0.098
   0.750   8.000   0.104   0.227   0.100
   0.775   8.000   0.103   0.225   0.103
   0.800   8.000   0.102   0.224   0.105
   0.825   8.000   0.101   0.223   0.107
   0.850   8.000   0.100   0.222   0.109
   0.875   8.000   0.100   0.222   0.110
   0.900   8.000   0.099   0.221   0.111
   0.925   8.000   0.099   0.220   0.112
   0.950   7.000   0.098   0.220   0.113
   0.975   7.000   0.098   0.220   0.114
   1.000   7.000   0.098   0.220   0.115
