  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.251   0.248   0.497
   0.025  25.000   0.249   0.249   0.498
   0.050  22.000   0.245   0.250   0.497
   0.075  19.000   0.241   0.251   0.496
   0.100  21.000   0.238   0.254   0.498
   0.125  22.000   0.235   0.254   0.497
   0.150  22.000   0.233   0.252   0.493
   0.175  21.000   0.228   0.248   0.484
   0.200  21.000   0.221   0.241   0.470
   0.225  21.000   0.213   0.232   0.453
   0.250  21.000   0.203   0.221   0.432
   0.275  21.000   0.192   0.209   0.409
   0.300  21.000   0.181   0.197   0.385
   0.325  22.000   0.170   0.185   0.361
   0.350  23.000   0.160   0.174   0.340
   0.375  23.000   0.152   0.164   0.320
   0.400  21.000   0.144   0.155   0.303
   0.425  21.000   0.137   0.147   0.288
   0.450  21.000   0.137   0.148   0.289
   0.475  22.000   0.138   0.148   0.290
   0.500  22.000   0.138   0.149   0.291
   0.525  23.000   0.138   0.149   0.292
   0.550  23.000   0.139   0.149   0.292
   0.575  23.000   0.139   0.150   0.293
   0.600  23.000   0.139   0.150   0.293
   0.625  23.000   0.139   0.150   0.294
   0.650  23.000   0.139   0.150   0.294
   0.675  23.000   0.140   0.151   0.295
   0.700  23.000   0.140   0.151   0.295
   0.725  23.000   0.140   0.151   0.295
   0.750  23.000   0.140   0.151   0.296
   0.775  22.000   0.140   0.151   0.296
   0.800  22.000   0.140   0.151   0.296
   0.825  22.000   0.141   0.151   0.297
   0.850  22.000   0.141   0.152   0.297
   0.875  22.000   0.141   0.152   0.297
   0.900  22.000   0.141   0.152   0.297
   0.925  22.000   0.141   0.152   0.297
   0.950  22.000   0.141   0.152   0.298
   0.975  22.000   0.141   0.152   0.298
   1.000  22.000   0.141   0.152   0.298
