  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.225   0.243   0.476
   0.025  17.000   0.226   0.243   0.476
   0.050  20.000   0.231   0.248   0.486
   0.075  22.000   0.234   0.251   0.492
   0.100  23.000   0.233   0.252   0.493
   0.125  22.000   0.232   0.251   0.491
   0.150  21.000   0.229   0.249   0.486
   0.175  21.000   0.224   0.244   0.477
   0.200  21.000   0.218   0.238   0.464
   0.225  21.000   0.210   0.229   0.447
   0.250  21.000   0.200   0.218   0.426
   0.275  22.000   0.189   0.206   0.402
   0.300  23.000   0.178   0.193   0.377
   0.325  21.000   0.167   0.180   0.353
   0.350  21.000   0.158   0.169   0.331
   0.375  21.000   0.149   0.158   0.311
   0.400  21.000   0.141   0.150   0.294
   0.425  21.000   0.135   0.142   0.280
   0.450  21.000   0.136   0.144   0.284
   0.475  21.000   0.137   0.146   0.287
   0.500  21.000   0.138   0.147   0.289
   0.525  21.000   0.139   0.148   0.291
   0.550  21.000   0.139   0.149   0.292
   0.575  21.000   0.140   0.149   0.293
   0.600  21.000   0.140   0.150   0.294
   0.625  21.000   0.140   0.150   0.294
   0.650  21.000   0.140   0.150   0.295
   0.675  21.000   0.141   0.151   0.295
   0.700  21.000   0.141   0.151   0.296
   0.725  21.000   0.141   0.151   0.296
   0.750  21.000   0.141   0.151   0.296
   0.775  21.000   0.141   0.151   0.297
   0.800  21.000   0.141   0.151   0.297
   0.825  21.000   0.141   0.151   0.297
   0.850  21.000   0.141   0.152   0.297
   0.875  21.000   0.141   0.152   0.297
   0.900  21.000   0.142   0.152   0.298
   0.925  21.000   0.142   0.152   0.298
   0.950  21.000   0.142   0.152   0.298
   0.975  21.000   0.142   0.152   0.298
   1.000  21.000   0.142   0.152   0.298
