  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   6.000   0.028   0.023   0.005
   0.025   6.000   0.026   0.024   0.005
   0.050   6.000   0.016   0.016   0.003
   0.075   6.000   0.010   0.011   0.002
   0.100   6.000   0.008   0.011   0.002
   0.125   6.000   0.009   0.014   0.003
   0.150   6.000   0.012   0.020   0.004
   0.175   6.000   0.018   0.030   0.006
   0.200   6.000   0.026   0.045   0.009
   0.225   6.000   0.037   0.064   0.013
   0.250   6.000   0.049   0.087   0.019
   0.275   6.000   0.063   0.114   0.026
   0.300   6.000   0.076   0.141   0.035
   0.325   6.000   0.088   0.167   0.045
   0.350   6.000   0.098   0.189   0.055
   0.375   6.000   0.106   0.209   0.067
   0.400   6.000   0.112   0.225   0.078
   0.425   6.000   0.116   0.237   0.090
   0.450   7.000   0.111   0.230   0.094
   0.475   8.000   0.107   0.225   0.099
   0.500   8.000   0.103   0.220   0.103
   0.525   8.000   0.100   0.216   0.107
   0.550   8.000   0.097   0.213   0.110
   0.575   8.000   0.095   0.209   0.114
   0.600   8.000   0.093   0.207   0.117
   0.625   8.000   0.091   0.204   0.120
   0.650   9.000   0.089   0.202   0.123
   0.675   9.000   0.088   0.200   0.125
   0.700   9.000   0.087   0.198   0.127
   0.725   9.000   0.086   0.197   0.129
   0.750   9.000   0.085   0.196   0.131
   0.775   9.000   0.084   0.195   0.132
   0.800   9.000   0.084   0.194   0.133
   0.825   9.000   0.083   0.193   0.134
   0.850   9.000   0.083   0.192   0.134
   0.875   9.000   0.083   0.192   0.135
   0.900   9.000   0.083   0.192   0.135
   0.925   9.000   0.083   0.191   0.135
   0.950   9.000   0.083   0.191   0.134
   0.975   9.000   0.083   0.191   0.134
   1.000   9.000   0.083   0.192   0.133
