  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.251   0.248   0.497
   0.025  25.000   0.249   0.249   0.498
   0.050  22.000   0.245   0.250   0.497
   0.075  19.000   0.241   0.251   0.496
   0.100  21.000   0.238   0.254   0.498
   0.125  22.000   0.235   0.254   0.497
   0.150  22.000   0.233   0.253   0.494
   0.175  21.000   0.228   0.248   0.485
   0.200  21.000   0.222   0.242   0.472
   0.225  21.000   0.214   0.233   0.456
   0.250  21.000   0.205   0.224   0.436
   0.275  21.000   0.195   0.212   0.414
   0.300  21.000   0.184   0.200   0.390
   0.325  21.000   0.173   0.188   0.367
   0.350  22.000   0.162   0.176   0.343
   0.375  22.000   0.152   0.165   0.322
   0.400  23.000   0.143   0.155   0.304
   0.425  23.000   0.136   0.147   0.287
   0.450  23.000   0.136   0.147   0.288
   0.475  23.000   0.136   0.147   0.288
   0.500  23.000   0.137   0.148   0.289
   0.525  23.000   0.137   0.148   0.289
   0.550  23.000   0.137   0.148   0.290
   0.575  23.000   0.137   0.148   0.290
   0.600  23.000   0.137   0.148   0.290
   0.625  23.000   0.137   0.149   0.291
   0.650  23.000   0.138   0.149   0.291
   0.675  23.000   0.138   0.149   0.291
   0.700  23.000   0.138   0.149   0.292
   0.725  23.000   0.138   0.149   0.292
   0.750  23.000   0.138   0.149   0.292
   0.775  23.000   0.138   0.149   0.292
   0.800  23.000   0.138   0.149   0.292
   0.825  23.000   0.138   0.149   0.293
   0.850  23.000   0.139   0.150   0.293
   0.875  23.000   0.139   0.150   0.293
   0.900  23.000   0.139   0.150   0.293
   0.925  23.000   0.139   0.150   0.293
   0.950  23.000   0.139   0.150   0.294
   0.975  23.000   0.139   0.150   0.294
   1.000  23.000   0.139   0.150   0.294
