  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.242   0.223   0.457
   0.025  27.000   0.243   0.225   0.461
   0.050  26.000   0.240   0.226   0.460
   0.075  25.000   0.233   0.224   0.453
   0.100  24.000   0.222   0.217   0.437
   0.125  21.000   0.211   0.207   0.416
   0.150  25.000   0.202   0.200   0.401
   0.175  28.000   0.192   0.195   0.388
   0.200  26.000   0.181   0.188   0.372
   0.225  26.000   0.169   0.179   0.351
   0.250  27.000   0.157   0.167   0.329
   0.275  27.000   0.145   0.156   0.305
   0.300  28.000   0.134   0.144   0.283
   0.325  28.000   0.125   0.134   0.263
   0.350  28.000   0.117   0.124   0.244
   0.375  28.000   0.110   0.115   0.227
   0.400  26.000   0.104   0.107   0.213
   0.425  27.000   0.099   0.101   0.201
   0.450  26.000   0.096   0.097   0.193
   0.475  25.000   0.095   0.095   0.190
   0.500  22.000   0.094   0.095   0.190
   0.525  23.000   0.095   0.096   0.192
   0.550  24.000   0.098   0.098   0.197
   0.575  22.000   0.101   0.101   0.202
   0.600  25.000   0.104   0.103   0.207
   0.625  26.000   0.108   0.106   0.213
   0.650  26.000   0.111   0.108   0.218
   0.675  26.000   0.114   0.111   0.224
   0.700  27.000   0.118   0.114   0.230
   0.725  27.000   0.121   0.117   0.236
   0.750  25.000   0.123   0.120   0.242
   0.775  26.000   0.125   0.123   0.247
   0.800  26.000   0.127   0.126   0.252
   0.825  26.000   0.128   0.128   0.256
   0.850  23.000   0.130   0.131   0.261
   0.875  20.000   0.133   0.133   0.266
   0.900  21.000   0.136   0.138   0.274
   0.925  23.000   0.139   0.142   0.283
   0.950  22.000   0.141   0.147   0.290
   0.975  22.000   0.142   0.150   0.294
   1.000  21.000   0.141   0.151   0.297
