  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.157   0.001   0.000
   0.025   2.000   0.144   0.001   0.000
   0.050   2.000   0.139   0.001   0.000
   0.075   2.000   0.142   0.001   0.000
   0.100   2.000   0.152   0.002   0.001
   0.125   2.000   0.168   0.005   0.002
   0.150   3.000   0.190   0.014   0.006
   0.175   3.000   0.220   0.035   0.020
   0.200   5.000   0.240   0.055   0.037
   0.225   5.000   0.246   0.065   0.047
   0.250   7.000   0.254   0.078   0.059
   0.275   7.000   0.264   0.093   0.073
   0.300   8.000   0.274   0.109   0.087
   0.325   8.000   0.285   0.124   0.100
   0.350   8.000   0.294   0.137   0.111
   0.375   8.000   0.302   0.149   0.120
   0.400   8.000   0.310   0.160   0.127
   0.425   8.000   0.316   0.170   0.133
   0.450   8.000   0.322   0.179   0.138
   0.475   8.000   0.327   0.188   0.141
   0.500   8.000   0.331   0.196   0.143
   0.525   8.000   0.335   0.204   0.144
   0.550   8.000   0.338   0.213   0.144
   0.575   8.000   0.336   0.217   0.141
   0.600   8.000   0.335   0.222   0.137
   0.625   8.000   0.333   0.228   0.132
   0.650   8.000   0.332   0.233   0.127
   0.675   8.000   0.330   0.240   0.122
   0.700   8.000   0.328   0.246   0.116
   0.725   8.000   0.326   0.253   0.110
   0.750   8.000   0.324   0.261   0.104
   0.775   8.000   0.322   0.268   0.097
   0.800   8.000   0.320   0.276   0.091
   0.825   8.000   0.318   0.284   0.083
   0.850   8.000   0.316   0.292   0.076
   0.875   7.000   0.313   0.300   0.069
   0.900   7.000   0.311   0.308   0.062
   0.925   6.000   0.308   0.315   0.055
   0.950   4.000   0.306   0.322   0.049
   0.975   4.000   0.303   0.328   0.043
   1.000   4.000   0.301   0.334   0.037
