  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.137   0.000   0.000
   0.025   2.000   0.126   0.000   0.000
   0.050   2.000   0.125   0.000   0.000
   0.075   2.000   0.134   0.001   0.000
   0.100   2.000   0.152   0.002   0.001
   0.125   2.000   0.159   0.005   0.003
   0.150   2.000   0.148   0.007   0.004
   0.175   3.000   0.140   0.011   0.006
   0.200   4.000   0.139   0.018   0.011
   0.225   6.000   0.143   0.029   0.017
   0.250   6.000   0.151   0.044   0.027
   0.275   6.000   0.162   0.061   0.039
   0.300   6.000   0.174   0.078   0.051
   0.325   6.000   0.185   0.095   0.062
   0.350   6.000   0.197   0.111   0.073
   0.375   6.000   0.207   0.126   0.083
   0.400   7.000   0.216   0.139   0.092
   0.425   7.000   0.225   0.151   0.099
   0.450   7.000   0.232   0.162   0.105
   0.475   7.000   0.238   0.173   0.110
   0.500   6.000   0.238   0.175   0.108
   0.525   6.000   0.237   0.177   0.106
   0.550   6.000   0.237   0.180   0.104
   0.575   6.000   0.236   0.182   0.101
   0.600   6.000   0.235   0.185   0.099
   0.625   7.000   0.235   0.188   0.096
   0.650   7.000   0.234   0.191   0.092
   0.675   7.000   0.233   0.195   0.089
   0.700   7.000   0.233   0.198   0.085
   0.725   7.000   0.232   0.202   0.081
   0.750   7.000   0.230   0.205   0.077
   0.775   7.000   0.229   0.209   0.073
   0.800   7.000   0.228   0.213   0.068
   0.825   7.000   0.227   0.217   0.064
   0.850   7.000   0.225   0.221   0.059
   0.875   6.000   0.224   0.225   0.055
   0.900   6.000   0.222   0.229   0.050
   0.925   6.000   0.221   0.233   0.046
   0.950   6.000   0.219   0.236   0.042
   0.975   6.000   0.218   0.240   0.037
   1.000   6.000   0.216   0.243   0.034
