  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.214   0.216   0.432
   0.025  28.000   0.218   0.218   0.436
   0.050  27.000   0.219   0.218   0.437
   0.075  24.000   0.217   0.216   0.432
   0.100  21.000   0.211   0.212   0.423
   0.125  20.000   0.205   0.210   0.418
   0.150  22.000   0.203   0.215   0.423
   0.175  21.000   0.201   0.217   0.425
   0.200  21.000   0.198   0.215   0.420
   0.225  23.000   0.193   0.209   0.409
   0.250  23.000   0.185   0.201   0.392
   0.275  23.000   0.176   0.190   0.372
   0.300  22.000   0.166   0.180   0.352
   0.325  22.000   0.157   0.169   0.331
   0.350  22.000   0.148   0.159   0.312
   0.375  22.000   0.139   0.150   0.294
   0.400  22.000   0.132   0.142   0.279
   0.425  23.000   0.126   0.135   0.265
   0.450  23.000   0.120   0.129   0.252
   0.475  22.000   0.115   0.123   0.241
   0.500  23.000   0.115   0.123   0.241
   0.525  23.000   0.115   0.123   0.242
   0.550  23.000   0.115   0.123   0.242
   0.575  23.000   0.115   0.123   0.242
   0.600  23.000   0.115   0.124   0.242
   0.625  23.000   0.115   0.124   0.242
   0.650  23.000   0.115   0.124   0.243
   0.675  23.000   0.115   0.124   0.243
   0.700  23.000   0.116   0.125   0.244
   0.725  23.000   0.116   0.125   0.245
   0.750  23.000   0.116   0.125   0.246
   0.775  23.000   0.117   0.126   0.246
   0.800  23.000   0.117   0.126   0.247
   0.825  23.000   0.118   0.127   0.248
   0.850  23.000   0.118   0.127   0.249
   0.875  23.000   0.118   0.128   0.250
   0.900  23.000   0.119   0.128   0.251
   0.925  23.000   0.119   0.129   0.252
   0.950  23.000   0.120   0.130   0.253
   0.975  23.000   0.120   0.130   0.255
   1.000  23.000   0.121   0.131   0.256
