TEXTURE AT STRAIN =    0.2000
   1.000   1.057   0.945  <-- length of phase ellipsoid axes
  150.03    5.15 -108.98  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
