TEXTURE AT STRAIN =    0.4500
   1.036   1.164   0.828  <-- length of phase ellipsoid axes
  154.63    2.51 -113.56  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
  131.00   93.98 -107.17   0.0016500
