TEXTURE AT STRAIN =    1.0000
   2.364   3.054   0.117  <-- length of phase ellipsoid axes
  -20.41   34.55  147.98  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
  109.71   21.79 -100.92   0.0003500
