  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   4.000   0.040   0.010   0.000
   0.025   4.000   0.033   0.010   0.000
   0.050   4.000   0.025   0.009   0.000
   0.075   4.000   0.022   0.009   0.000
   0.100   4.000   0.021   0.010   0.000
   0.125   4.000   0.023   0.015   0.001
   0.150   4.000   0.027   0.023   0.001
   0.175   4.000   0.034   0.036   0.001
   0.200   4.000   0.044   0.056   0.002
   0.225   4.000   0.056   0.081   0.003
   0.250   4.000   0.070   0.111   0.004
   0.275   4.000   0.086   0.142   0.006
   0.300   4.000   0.101   0.173   0.008
   0.325   4.000   0.114   0.202   0.010
   0.350   4.000   0.126   0.227   0.013
   0.375   4.000   0.136   0.250   0.016
   0.400   4.000   0.144   0.269   0.020
   0.425   4.000   0.150   0.285   0.024
   0.450   4.000   0.155   0.298   0.029
   0.475   4.000   0.150   0.293   0.032
   0.500   5.000   0.146   0.289   0.036
   0.525   5.000   0.142   0.285   0.040
   0.550   6.000   0.138   0.281   0.043
   0.575   6.000   0.134   0.277   0.047
   0.600   5.000   0.131   0.274   0.051
   0.625   5.000   0.128   0.270   0.055
   0.650   6.000   0.125   0.267   0.059
   0.675   7.000   0.122   0.264   0.063
   0.700   7.000   0.119   0.261   0.067
   0.725   7.000   0.117   0.258   0.071
   0.750   7.000   0.115   0.255   0.075
   0.775   7.000   0.113   0.253   0.078
   0.800   7.000   0.112   0.250   0.081
   0.825   7.000   0.110   0.247   0.084
   0.850   7.000   0.109   0.245   0.087
   0.875   7.000   0.108   0.243   0.090
   0.900   7.000   0.107   0.241   0.092
   0.925   7.000   0.106   0.239   0.094
   0.950   7.000   0.105   0.237   0.095
   0.975   7.000   0.104   0.235   0.097
   1.000   7.000   0.104   0.233   0.098
