  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.235   0.239   0.476
   0.025  20.000   0.234   0.243   0.480
   0.050  20.000   0.232   0.248   0.486
   0.075  21.000   0.231   0.250   0.489
   0.100  21.000   0.230   0.250   0.488
   0.125  21.000   0.228   0.248   0.485
   0.150  21.000   0.225   0.245   0.479
   0.175  21.000   0.220   0.240   0.468
   0.200  21.000   0.213   0.232   0.453
   0.225  21.000   0.204   0.222   0.434
   0.250  21.000   0.193   0.210   0.411
   0.275  21.000   0.182   0.198   0.387
   0.300  22.000   0.171   0.185   0.362
   0.325  21.000   0.161   0.173   0.340
   0.350  21.000   0.152   0.163   0.319
   0.375  21.000   0.143   0.153   0.301
   0.400  21.000   0.136   0.145   0.285
   0.425  21.000   0.131   0.138   0.271
   0.450  21.000   0.126   0.132   0.260
   0.475  21.000   0.127   0.134   0.263
   0.500  21.000   0.128   0.135   0.266
   0.525  21.000   0.129   0.136   0.268
   0.550  21.000   0.130   0.137   0.271
   0.575  21.000   0.131   0.138   0.272
   0.600  21.000   0.131   0.139   0.274
   0.625  21.000   0.132   0.140   0.275
   0.650  21.000   0.132   0.141   0.276
   0.675  21.000   0.133   0.141   0.277
   0.700  21.000   0.133   0.142   0.278
   0.725  21.000   0.133   0.142   0.279
   0.750  21.000   0.133   0.142   0.279
   0.775  21.000   0.134   0.143   0.280
   0.800  21.000   0.134   0.143   0.281
   0.825  21.000   0.134   0.143   0.281
   0.850  21.000   0.134   0.143   0.282
   0.875  21.000   0.134   0.144   0.282
   0.900  21.000   0.135   0.144   0.283
   0.925  21.000   0.135   0.144   0.283
   0.950  21.000   0.135   0.145   0.284
   0.975  21.000   0.135   0.145   0.284
   1.000  21.000   0.135   0.145   0.284
