  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   2.000   0.194   0.000   0.000
   0.025   2.000   0.180   0.000   0.000
   0.050   2.000   0.171   0.000   0.000
   0.075   2.000   0.166   0.000   0.000
   0.100   2.000   0.164   0.000   0.000
   0.125   2.000   0.165   0.000   0.001
   0.150   2.000   0.170   0.000   0.001
   0.175   2.000   0.179   0.000   0.003
   0.200   2.000   0.189   0.000   0.006
   0.225   2.000   0.203   0.000   0.015
   0.250   2.000   0.217   0.000   0.031
   0.275   4.000   0.232   0.000   0.054
   0.300   6.000   0.247   0.000   0.081
   0.325   6.000   0.262   0.000   0.107
   0.350   8.000   0.275   0.000   0.131
   0.375   8.000   0.288   0.000   0.153
   0.400   8.000   0.299   0.000   0.172
   0.425   8.000   0.309   0.000   0.189
   0.450   8.000   0.318   0.000   0.204
   0.475   8.000   0.326   0.000   0.217
   0.500   9.000   0.333   0.000   0.228
   0.525  10.000   0.340   0.000   0.238
   0.550  11.000   0.346   0.000   0.246
   0.575  11.000   0.346   0.000   0.246
   0.600  11.000   0.346   0.000   0.246
   0.625  11.000   0.347   0.000   0.246
   0.650  11.000   0.347   0.000   0.245
   0.675  11.000   0.347   0.000   0.245
   0.700  11.000   0.347   0.000   0.245
   0.725  11.000   0.347   0.000   0.245
   0.750  11.000   0.347   0.000   0.245
   0.775  11.000   0.348   0.000   0.245
   0.800  12.000   0.348   0.000   0.245
   0.825  12.000   0.348   0.000   0.245
   0.850  13.000   0.348   0.000   0.244
   0.875  13.000   0.348   0.000   0.244
   0.900  13.000   0.348   0.000   0.244
   0.925  13.000   0.348   0.000   0.244
   0.950  13.000   0.348   0.000   0.244
   0.975  13.000   0.348   0.000   0.244
   1.000  13.000   0.348   0.000   0.244
