          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.14933E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.45940E+02  0.48041E+02 -0.93981E+02 -0.16705E+01  0.33144E+01  0.28174E+02      982.00
  0.23601E-01  0.14999E+03    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.45479E+02  0.48519E+02 -0.93998E+02 -0.12851E+01  0.35992E+01  0.29255E+02      982.00
  0.47101E-01  0.15300E+03    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.45541E+02  0.49555E+02 -0.95096E+02 -0.10062E+01  0.38622E+01  0.31632E+02      982.00
  0.70409E-01  0.15883E+03    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.46187E+02  0.51257E+02 -0.97444E+02 -0.79574E+00  0.41284E+01  0.35544E+02      982.00
  0.93416E-01  0.16832E+03    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.47520E+02  0.53806E+02 -0.10133E+03 -0.58601E+00  0.44165E+01  0.41393E+02      982.00
  0.11599E+00  0.18263E+03    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.49693E+02  0.57453E+02 -0.10715E+03 -0.32894E+00  0.47452E+01  0.49697E+02      982.00
  0.13799E+00  0.20366E+03    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.52905E+02  0.62597E+02 -0.11550E+03 -0.18723E-01  0.51577E+01  0.61403E+02      982.00
  0.15926E+00  0.23358E+03    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.57406E+02  0.69658E+02 -0.12706E+03  0.38640E+00  0.56693E+01  0.77513E+02      982.00
  0.17966E+00  0.27366E+03    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.63301E+02  0.78835E+02 -0.14214E+03  0.90779E+00  0.62648E+01  0.98541E+02      982.00
  0.19914E+00  0.32210E+03    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.70263E+02  0.89683E+02 -0.15995E+03  0.14965E+01  0.69011E+01  0.12349E+03      982.00
  0.21776E+00  0.37115E+03    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.77183E+02  0.10053E+03 -0.17772E+03  0.20436E+01  0.74511E+01  0.14844E+03      982.00
  0.23571E+00  0.41299E+03    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.83044E+02  0.10977E+03 -0.19281E+03  0.24966E+01  0.78096E+01  0.16949E+03      982.00
  0.25322E+00  0.44558E+03    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.87627E+02  0.11702E+03 -0.20465E+03  0.28708E+01  0.79507E+01  0.18569E+03      982.00
  0.27044E+00  0.47031E+03    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.91097E+02  0.12255E+03 -0.21365E+03  0.31396E+01  0.79701E+01  0.19793E+03      982.00
  0.28748E+00  0.48937E+03    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.93757E+02  0.12684E+03 -0.22060E+03  0.33316E+01  0.79025E+01  0.20733E+03      982.00
  0.30438E+00  0.50411E+03    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.95806E+02  0.13018E+03 -0.22599E+03  0.34699E+01  0.77700E+01  0.21457E+03      982.00
  0.32119E+00  0.51543E+03    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.97405E+02  0.13276E+03 -0.23016E+03  0.35828E+01  0.75807E+01  0.22009E+03      982.00
  0.33794E+00  0.52482E+03    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.98693E+02  0.13490E+03 -0.23359E+03  0.36405E+01  0.73833E+01  0.22470E+03      982.00
  0.35463E+00  0.53237E+03    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.99729E+02  0.13663E+03 -0.23636E+03  0.36737E+01  0.71654E+01  0.22840E+03      982.00
  0.37128E+00  0.53874E+03    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10059E+03  0.13809E+03 -0.23867E+03  0.36790E+01  0.69442E+01  0.23153E+03      982.00
  0.38789E+00  0.54371E+03    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10126E+03  0.13921E+03 -0.24047E+03  0.36594E+01  0.67295E+01  0.23399E+03      982.00
  0.40448E+00  0.54808E+03    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10185E+03  0.14021E+03 -0.24207E+03  0.36399E+01  0.64924E+01  0.23613E+03      982.00
  0.42104E+00  0.55181E+03    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10237E+03  0.14106E+03 -0.24343E+03  0.36095E+01  0.62590E+01  0.23797E+03      982.00
  0.43758E+00  0.55166E+03    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10214E+03  0.14118E+03 -0.24332E+03  0.34634E+01  0.59639E+01  0.23793E+03      982.00
  0.45412E+00  0.55193E+03    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10217E+03  0.14118E+03 -0.24335E+03  0.33640E+01  0.57621E+01  0.23812E+03      982.00
  0.47066E+00  0.55201E+03    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10220E+03  0.14113E+03 -0.24333E+03  0.32709E+01  0.55680E+01  0.23821E+03      982.00
  0.48719E+00  0.55206E+03    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10223E+03  0.14107E+03 -0.24330E+03  0.31794E+01  0.53801E+01  0.23828E+03      982.00
  0.50372E+00  0.55209E+03    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10226E+03  0.14101E+03 -0.24327E+03  0.30888E+01  0.51994E+01  0.23834E+03      982.00
  0.52024E+00  0.55212E+03    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10229E+03  0.14096E+03 -0.24325E+03  0.29990E+01  0.50257E+01  0.23839E+03      982.00
  0.53676E+00  0.55215E+03    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10232E+03  0.14090E+03 -0.24322E+03  0.29101E+01  0.48588E+01  0.23843E+03      982.00
  0.55328E+00  0.55216E+03    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10236E+03  0.14084E+03 -0.24320E+03  0.28223E+01  0.46986E+01  0.23847E+03      982.00
  0.56980E+00  0.55218E+03    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10239E+03  0.14078E+03 -0.24318E+03  0.27354E+01  0.45447E+01  0.23851E+03      982.00
  0.58631E+00  0.55219E+03    0.40000E+00  0.40000E+00 -0.80000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10243E+03  0.14072E+03 -0.24315E+03  0.26497E+01  0.43970E+01  0.23854E+03      982.00
  0.60282E+00  0.55217E+03    0.41250E+00  0.41250E+00 -0.82500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10243E+03  0.14069E+03 -0.24312E+03  0.25484E+01  0.42168E+01  0.23856E+03      982.00
  0.61933E+00  0.55219E+03    0.42500E+00  0.42500E+00 -0.85000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10252E+03  0.14059E+03 -0.24311E+03  0.24872E+01  0.41234E+01  0.23859E+03      982.00
  0.63584E+00  0.55217E+03    0.43750E+00  0.43750E+00 -0.87500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10254E+03  0.14055E+03 -0.24308E+03  0.23888E+01  0.39584E+01  0.23860E+03      982.00
  0.65235E+00  0.55218E+03    0.45000E+00  0.45000E+00 -0.90000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10262E+03  0.14046E+03 -0.24308E+03  0.23299E+01  0.38734E+01  0.23863E+03      982.00
  0.66886E+00  0.55216E+03    0.46250E+00  0.46250E+00 -0.92500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10263E+03  0.14042E+03 -0.24305E+03  0.22328E+01  0.37194E+01  0.23864E+03      982.00
  0.68537E+00  0.55217E+03    0.47500E+00  0.47500E+00 -0.95000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10271E+03  0.14033E+03 -0.24305E+03  0.21767E+01  0.36422E+01  0.23865E+03      982.00
  0.70187E+00  0.55215E+03    0.48750E+00  0.48750E+00 -0.97500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.10268E+03  0.14034E+03 -0.24302E+03  0.20969E+01  0.35162E+01  0.23866E+03      982.00
  0.71838E+00  0.55213E+03    0.50000E+00  0.50000E+00 -0.10000E+01  0.00000E+00  0.00000E+00  0.00000E+00    0.10275E+03  0.14026E+03 -0.24301E+03  0.20221E+01  0.34124E+01  0.23866E+03      982.00
