  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.025   0.013   0.001
   0.025   3.000   0.018   0.009   0.001
   0.050   3.000   0.014   0.008   0.001
   0.075   3.000   0.013   0.008   0.001
   0.100   3.000   0.014   0.010   0.001
   0.125   3.000   0.016   0.014   0.001
   0.150   3.000   0.020   0.022   0.002
   0.175   3.000   0.026   0.035   0.003
   0.200   3.000   0.036   0.056   0.004
   0.225   3.000   0.048   0.081   0.007
   0.250   3.000   0.061   0.110   0.010
   0.275   3.000   0.076   0.141   0.013
   0.300   3.000   0.090   0.170   0.018
   0.325   3.000   0.103   0.197   0.023
   0.350   3.000   0.113   0.220   0.029
   0.375   6.000   0.122   0.239   0.035
   0.400   6.000   0.129   0.254   0.042
   0.425   6.000   0.135   0.266   0.049
   0.450   6.000   0.131   0.260   0.054
   0.475   6.000   0.128   0.254   0.058
   0.500   6.000   0.125   0.248   0.062
   0.525   8.000   0.122   0.243   0.066
   0.550   8.000   0.120   0.239   0.070
   0.575   8.000   0.117   0.235   0.073
   0.600   8.000   0.115   0.231   0.077
   0.625   8.000   0.113   0.227   0.081
   0.650   8.000   0.111   0.224   0.084
   0.675   8.000   0.110   0.221   0.087
   0.700   8.000   0.108   0.218   0.090
   0.725   8.000   0.107   0.216   0.092
   0.750   8.000   0.106   0.214   0.095
   0.775   8.000   0.104   0.212   0.097
   0.800   8.000   0.104   0.210   0.098
   0.825   8.000   0.103   0.208   0.100
   0.850   8.000   0.102   0.207   0.101
   0.875   8.000   0.101   0.205   0.102
   0.900   8.000   0.101   0.204   0.103
   0.925   8.000   0.101   0.203   0.104
   0.950   8.000   0.100   0.202   0.104
   0.975   8.000   0.100   0.201   0.105
   1.000   8.000   0.100   0.201   0.105
