  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.196   0.194   0.389
   0.025  20.000   0.198   0.204   0.404
   0.050  21.000   0.200   0.211   0.415
   0.075  20.000   0.202   0.215   0.422
   0.100  21.000   0.203   0.217   0.425
   0.125  21.000   0.203   0.217   0.426
   0.150  21.000   0.203   0.216   0.425
   0.175  21.000   0.202   0.214   0.421
   0.200  21.000   0.199   0.211   0.415
   0.225  21.000   0.194   0.205   0.404
   0.250  21.000   0.187   0.197   0.388
   0.275  21.000   0.177   0.187   0.369
   0.300  21.000   0.166   0.177   0.347
   0.325  21.000   0.156   0.166   0.327
   0.350  21.000   0.146   0.156   0.307
   0.375  21.000   0.138   0.147   0.289
   0.400  22.000   0.130   0.139   0.273
   0.425  23.000   0.123   0.132   0.259
   0.450  23.000   0.117   0.126   0.246
   0.475  23.000   0.111   0.120   0.235
   0.500  23.000   0.107   0.115   0.225
   0.525  23.000   0.102   0.110   0.216
   0.550  23.000   0.102   0.110   0.215
   0.575  23.000   0.102   0.110   0.215
   0.600  23.000   0.102   0.109   0.214
   0.625  23.000   0.101   0.109   0.214
   0.650  23.000   0.101   0.109   0.213
   0.675  23.000   0.101   0.108   0.212
   0.700  23.000   0.101   0.108   0.212
   0.725  23.000   0.100   0.108   0.211
   0.750  23.000   0.100   0.108   0.211
   0.775  23.000   0.100   0.107   0.211
   0.800  23.000   0.100   0.107   0.210
   0.825  23.000   0.100   0.107   0.210
   0.850  23.000   0.099   0.107   0.209
   0.875  23.000   0.099   0.107   0.209
   0.900  23.000   0.099   0.106   0.209
   0.925  23.000   0.099   0.106   0.208
   0.950  23.000   0.099   0.106   0.208
   0.975  23.000   0.099   0.106   0.208
   1.000  23.000   0.099   0.106   0.208
