  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.216   0.233   0.456
   0.025  27.000   0.219   0.236   0.463
   0.050  27.000   0.220   0.238   0.465
   0.075  26.000   0.221   0.238   0.466
   0.100  26.000   0.221   0.236   0.463
   0.125  26.000   0.221   0.231   0.457
   0.150  25.000   0.219   0.224   0.445
   0.175  22.000   0.214   0.216   0.430
   0.200  22.000   0.206   0.211   0.418
   0.225  22.000   0.196   0.206   0.406
   0.250  21.000   0.186   0.198   0.389
   0.275  22.000   0.175   0.188   0.369
   0.300  22.000   0.165   0.178   0.348
   0.325  23.000   0.155   0.168   0.328
   0.350  23.000   0.146   0.158   0.310
   0.375  22.000   0.138   0.150   0.294
   0.400  21.000   0.132   0.143   0.279
   0.425  21.000   0.125   0.136   0.267
   0.450  21.000   0.120   0.131   0.255
   0.475  21.000   0.115   0.126   0.246
   0.500  21.000   0.116   0.126   0.247
   0.525  21.000   0.117   0.127   0.248
   0.550  21.000   0.117   0.128   0.249
   0.575  21.000   0.118   0.128   0.251
   0.600  21.000   0.119   0.129   0.252
   0.625  21.000   0.119   0.130   0.254
   0.650  22.000   0.120   0.131   0.255
   0.675  22.000   0.121   0.131   0.257
   0.700  22.000   0.122   0.132   0.258
   0.725  21.000   0.123   0.133   0.260
   0.750  21.000   0.124   0.134   0.262
   0.775  20.000   0.125   0.135   0.264
   0.800  20.000   0.126   0.135   0.265
   0.825  20.000   0.127   0.136   0.267
   0.850  20.000   0.128   0.137   0.269
   0.875  20.000   0.128   0.138   0.271
   0.900  20.000   0.129   0.139   0.272
   0.925  20.000   0.130   0.140   0.274
   0.950  20.000   0.131   0.141   0.276
   0.975  20.000   0.132   0.142   0.278
   1.000  20.000   0.133   0.142   0.279
