  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.107   0.015   0.000
   0.025   3.000   0.090   0.011   0.000
   0.050   3.000   0.072   0.007   0.000
   0.075   3.000   0.065   0.006   0.000
   0.100   3.000   0.063   0.007   0.000
   0.125   3.000   0.065   0.010   0.000
   0.150   3.000   0.069   0.016   0.000
   0.175   3.000   0.076   0.028   0.001
   0.200   4.000   0.086   0.047   0.001
   0.225   4.000   0.098   0.071   0.002
   0.250   4.000   0.112   0.099   0.003
   0.275   4.000   0.127   0.128   0.004
   0.300   4.000   0.142   0.155   0.004
   0.325   4.000   0.156   0.180   0.005
   0.350   4.000   0.170   0.204   0.005
   0.375   4.000   0.182   0.224   0.005
   0.400   4.000   0.193   0.243   0.005
   0.425   4.000   0.202   0.259   0.005
   0.450   4.000   0.211   0.274   0.004
   0.475   4.000   0.218   0.287   0.004
   0.500   4.000   0.216   0.287   0.004
   0.525   4.000   0.213   0.286   0.004
   0.550   4.000   0.211   0.286   0.003
   0.575   4.000   0.208   0.285   0.003
   0.600   4.000   0.206   0.284   0.003
   0.625   4.000   0.203   0.283   0.004
   0.650   4.000   0.200   0.282   0.004
   0.675   4.000   0.198   0.280   0.004
   0.700   4.000   0.195   0.279   0.004
   0.725   4.000   0.193   0.278   0.005
   0.750   4.000   0.190   0.276   0.005
   0.775   4.000   0.187   0.274   0.006
   0.800   4.000   0.185   0.273   0.007
   0.825   4.000   0.182   0.271   0.007
   0.850   4.000   0.180   0.270   0.008
   0.875   4.000   0.177   0.268   0.009
   0.900   4.000   0.175   0.267   0.010
   0.925   4.000   0.172   0.265   0.011
   0.950   4.000   0.170   0.264   0.012
   0.975   4.000   0.168   0.262   0.013
   1.000   4.000   0.166   0.261   0.014
