  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.230   0.236   0.469
   0.025  22.000   0.233   0.236   0.470
   0.050  22.000   0.230   0.239   0.473
   0.075  21.000   0.227   0.243   0.476
   0.100  22.000   0.225   0.243   0.476
   0.125  22.000   0.223   0.242   0.473
   0.150  22.000   0.220   0.239   0.467
   0.175  21.000   0.214   0.233   0.456
   0.200  21.000   0.207   0.225   0.439
   0.225  21.000   0.197   0.215   0.419
   0.250  21.000   0.186   0.203   0.396
   0.275  21.000   0.175   0.191   0.373
   0.300  21.000   0.165   0.179   0.350
   0.325  21.000   0.155   0.169   0.330
   0.350  21.000   0.147   0.159   0.311
   0.375  20.000   0.139   0.151   0.295
   0.400  20.000   0.133   0.143   0.281
   0.425  20.000   0.128   0.137   0.269
   0.450  21.000   0.123   0.131   0.258
   0.475  21.000   0.124   0.133   0.261
   0.500  21.000   0.125   0.134   0.263
   0.525  21.000   0.127   0.135   0.266
   0.550  20.000   0.128   0.137   0.268
   0.575  20.000   0.129   0.138   0.270
   0.600  20.000   0.130   0.139   0.273
   0.625  20.000   0.131   0.140   0.275
   0.650  20.000   0.132   0.141   0.277
   0.675  20.000   0.133   0.142   0.279
   0.700  20.000   0.134   0.143   0.281
   0.725  20.000   0.135   0.144   0.283
   0.750  20.000   0.135   0.145   0.284
   0.775  20.000   0.136   0.146   0.286
   0.800  20.000   0.137   0.147   0.288
   0.825  20.000   0.137   0.147   0.289
   0.850  20.000   0.138   0.148   0.291
   0.875  20.000   0.139   0.149   0.292
   0.900  20.000   0.139   0.149   0.293
   0.925  20.000   0.140   0.150   0.294
   0.950  20.000   0.140   0.151   0.295
   0.975  20.000   0.141   0.151   0.296
   1.000  20.000   0.141   0.152   0.297
