  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   3.000   0.059   0.006   0.000
   0.025   3.000   0.055   0.007   0.000
   0.050   3.000   0.049   0.007   0.000
   0.075   3.000   0.046   0.008   0.000
   0.100   4.000   0.045   0.010   0.000
   0.125   4.000   0.047   0.014   0.000
   0.150   4.000   0.051   0.023   0.000
   0.175   4.000   0.058   0.038   0.000
   0.200   3.000   0.068   0.060   0.001
   0.225   3.000   0.081   0.088   0.001
   0.250   3.000   0.095   0.118   0.001
   0.275   3.000   0.110   0.149   0.002
   0.300   3.000   0.125   0.178   0.002
   0.325   3.000   0.139   0.205   0.002
   0.350   3.000   0.151   0.229   0.003
   0.375   3.000   0.162   0.250   0.003
   0.400   4.000   0.171   0.268   0.003
   0.425   4.000   0.179   0.284   0.004
   0.450   4.000   0.186   0.297   0.005
   0.475   4.000   0.183   0.294   0.005
   0.500   4.000   0.181   0.291   0.006
   0.525   4.000   0.178   0.288   0.006
   0.550   4.000   0.175   0.285   0.007
   0.575   4.000   0.173   0.282   0.008
   0.600   4.000   0.170   0.279   0.009
   0.625   4.000   0.168   0.276   0.010
   0.650   4.000   0.165   0.273   0.011
   0.675   4.000   0.163   0.271   0.012
   0.700   4.000   0.160   0.268   0.014
   0.725   4.000   0.158   0.266   0.015
   0.750   4.000   0.156   0.263   0.016
   0.775   4.000   0.154   0.261   0.018
   0.800   4.000   0.151   0.258   0.019
   0.825   4.000   0.149   0.256   0.020
   0.850   4.000   0.147   0.254   0.022
   0.875   4.000   0.145   0.252   0.023
   0.900   4.000   0.143   0.250   0.025
   0.925   4.000   0.141   0.248   0.026
   0.950   4.000   0.140   0.246   0.028
   0.975   4.000   0.138   0.244   0.029
   1.000   4.000   0.136   0.243   0.031
