  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000   8.000   0.000   0.003   0.002
   0.025   8.000   0.000   0.003   0.002
   0.050   8.000   0.000   0.005   0.004
   0.075   7.000   0.000   0.014   0.009
   0.100   8.000   0.001   0.034   0.022
   0.125   9.000   0.004   0.048   0.033
   0.150  10.000   0.011   0.051   0.035
   0.175  10.000   0.021   0.062   0.043
   0.200  10.000   0.031   0.082   0.059
   0.225  10.000   0.042   0.107   0.080
   0.250  10.000   0.053   0.135   0.106
   0.275  10.000   0.062   0.160   0.133
   0.300  10.000   0.070   0.183   0.160
   0.325  10.000   0.075   0.201   0.186
   0.350  10.000   0.080   0.214   0.209
   0.375  10.000   0.083   0.224   0.229
   0.400  10.000   0.086   0.231   0.246
   0.425  10.000   0.088   0.235   0.259
   0.450  10.000   0.090   0.238   0.269
   0.475  10.000   0.089   0.238   0.271
   0.500  10.000   0.089   0.237   0.271
   0.525  10.000   0.089   0.237   0.272
   0.550  10.000   0.089   0.237   0.272
   0.575  10.000   0.089   0.237   0.272
   0.600  10.000   0.089   0.237   0.271
   0.625  10.000   0.089   0.238   0.270
   0.650  10.000   0.089   0.238   0.269
   0.675  10.000   0.090   0.239   0.268
   0.700  10.000   0.090   0.240   0.266
   0.725  10.000   0.090   0.240   0.265
   0.750  10.000   0.091   0.241   0.263
   0.775  10.000   0.091   0.243   0.261
   0.800  10.000   0.092   0.244   0.259
   0.825  10.000   0.092   0.245   0.256
   0.850  10.000   0.093   0.246   0.254
   0.875  10.000   0.093   0.247   0.252
   0.900  10.000   0.094   0.248   0.249
   0.925  10.000   0.094   0.250   0.247
   0.950  10.000   0.095   0.251   0.244
   0.975  10.000   0.095   0.252   0.242
   1.000  10.000   0.096   0.253   0.239
