  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  11.000   0.000   0.000   0.001
   0.025  11.000   0.000   0.000   0.001
   0.050  11.000   0.000   0.000   0.001
   0.075  11.000   0.000   0.000   0.002
   0.100  11.000   0.000   0.000   0.003
   0.125  11.000   0.000   0.001   0.008
   0.150  12.000   0.000   0.003   0.025
   0.175  12.000   0.000   0.008   0.065
   0.200  12.000   0.001   0.015   0.121
   0.225  13.000   0.004   0.022   0.175
   0.250  13.000   0.009   0.030   0.223
   0.275  13.000   0.014   0.038   0.268
   0.300  13.000   0.020   0.046   0.306
   0.325  13.000   0.025   0.054   0.337
   0.350  13.000   0.031   0.063   0.360
   0.375  13.000   0.036   0.071   0.378
   0.400  13.000   0.041   0.080   0.389
   0.425  13.000   0.046   0.088   0.396
   0.450  13.000   0.050   0.096   0.399
   0.475  12.000   0.052   0.102   0.389
   0.500  12.000   0.054   0.108   0.379
   0.525  12.000   0.056   0.113   0.368
   0.550  12.000   0.058   0.118   0.358
   0.575  12.000   0.060   0.123   0.348
   0.600  12.000   0.062   0.127   0.338
   0.625  11.000   0.063   0.132   0.329
   0.650  11.000   0.065   0.135   0.319
   0.675  10.000   0.066   0.139   0.310
   0.700  10.000   0.068   0.142   0.300
   0.725  10.000   0.069   0.145   0.291
   0.750  10.000   0.070   0.148   0.282
   0.775  10.000   0.072   0.150   0.274
   0.800  10.000   0.073   0.153   0.265
   0.825  10.000   0.074   0.155   0.257
   0.850  10.000   0.075   0.156   0.249
   0.875  10.000   0.076   0.158   0.241
   0.900  10.000   0.077   0.160   0.233
   0.925  10.000   0.078   0.161   0.225
   0.950  10.000   0.080   0.163   0.218
   0.975  10.000   0.081   0.164   0.211
   1.000  10.000   0.082   0.166   0.204
