  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  30.000   0.255   0.246   0.497
   0.025  30.000   0.257   0.245   0.497
   0.050  30.000   0.258   0.244   0.496
   0.075  30.000   0.259   0.243   0.496
   0.100  30.000   0.260   0.242   0.494
   0.125  30.000   0.259   0.240   0.491
   0.150  30.000   0.255   0.235   0.482
   0.175  28.000   0.243   0.224   0.459
   0.200  26.000   0.226   0.209   0.427
   0.225  26.000   0.209   0.193   0.396
   0.250  26.000   0.193   0.179   0.366
   0.275  26.000   0.177   0.166   0.338
   0.300  29.000   0.163   0.153   0.312
   0.325  30.000   0.151   0.142   0.290
   0.350  29.000   0.141   0.133   0.271
   0.375  30.000   0.133   0.126   0.256
   0.400  29.000   0.127   0.120   0.244
   0.425  28.000   0.122   0.115   0.234
   0.450  27.000   0.118   0.111   0.226
   0.475  27.000   0.119   0.111   0.227
   0.500  27.000   0.120   0.112   0.228
   0.525  26.000   0.121   0.112   0.229
   0.550  26.000   0.122   0.113   0.231
   0.575  26.000   0.123   0.114   0.233
   0.600  26.000   0.124   0.115   0.234
   0.625  26.000   0.125   0.115   0.236
   0.650  27.000   0.126   0.116   0.238
   0.675  28.000   0.127   0.117   0.241
   0.700  29.000   0.128   0.118   0.243
   0.725  29.000   0.130   0.120   0.245
   0.750  29.000   0.131   0.121   0.248
   0.775  29.000   0.132   0.122   0.250
   0.800  29.000   0.133   0.124   0.253
   0.825  28.000   0.134   0.125   0.255
   0.850  28.000   0.135   0.127   0.258
   0.875  28.000   0.136   0.128   0.261
   0.900  28.000   0.136   0.130   0.264
   0.925  27.000   0.137   0.132   0.267
   0.950  27.000   0.137   0.134   0.269
   0.975  27.000   0.137   0.135   0.272
   1.000  25.000   0.137   0.137   0.274
